moviename,openingdate,sales,attendance,screen,playcount,country,distributor,director,genre,actor,filmrank
7광구,2011.8.4,19391653500.0,"2,242,510",812,"47,346",한국,(주)씨제이이엔엠,김지훈,SF,"하지원(차해준), 안성기(이정만), 오지호(김동수)",[국내] 15세 관람가 [해외] NR
후궁 : 제왕의 첩,2012.6.6,19330302500.0,"2,636,320",624,"69,104",한국,롯데쇼핑㈜롯데엔터테인먼트,김대승,멜로/로맨스,"조여정(화연), 김동욱(성원대군), 김민준(권유)",[국내] 청소년 관람불가
재심,2017.2.15,19266319637.0,"2,421,197",935,"68,402",한국,"오퍼스픽쳐스(유),CGV아트하우스",김태윤,드라마,"정우(이준영), 강하늘(조현우), 김해숙(순임)",[국내] 15세 관람가
위험한 상견례,2011.3.31,19174920500.0,"2,595,625",524,"75,068",한국,롯데쇼핑㈜롯데엔터테인먼트,김진영,멜로/로맨스,"진세연(박영희), 홍종현(한철수), 신정근(한달식)",[국내] 15세 관람가
나우 유 씨 미 : 마술사기단,2013.8.22,19146691869.0,"2,718,227",691,"54,658",미국,롯데쇼핑㈜롯데엔터테인먼트,루이스 리터리어,범죄,"제시 아이젠버그(다니엘 아틀라스), 마크 러팔로(딜런 로즈), 우디 해럴슨(메리트 오스본)",[국내] 12세 관람가 [해외] PG-13
엑스맨: 퍼스트 클래스,2011.6.2,19075363000.0,"2,533,852",587,"56,827",미국,이십세기폭스코리아(주),매튜 본,SF,"제임스 맥어보이(찰스 자비에), 마이클 패스벤더(에릭 렌셔 / 매그네토), 케빈 베이컨(세바스찬 쇼우)",[국내] 12세 관람가 [해외] PG-13
미니언즈,2015.7.29,18998046278.0,"2,625,599",792,"41,946",미국,유니버설픽쳐스인터내셔널 코리아(유),카일 발다,애니메이션,"스티브 카렐(그루 목소리), 타라지 P. 헨슨(벨 바텀 목소리), 루시 로리스(넌척 목소리)",
보스 베이비,2017.5.3,18936306704.0,"2,452,245","1,116","48,379",미국,(주)씨제이이엔엠,톰 맥그라스,애니메이션,"알렉 볼드윈(보스 베이비 테드 목소리), 제임스 마스던(팀), 에이미 세다리스(티나)",[국내] 전체 관람가
브레이킹 던 part2,2012.11.15,18909583065.0,"2,654,817",665,"56,995",미국,(주)넥스트엔터테인먼트월드(NEW),빌 콘돈,드라마,"크리스틴 스튜어트(벨라 컬렌), 로버트 패틴슨(에드워드 컬렌), 테일러 로트너(제이콥 블랙)",[국내] 15세 관람가 [해외] PG-13
배트맨 대 슈퍼맨: 저스티스의 시작,2016.3.24,18906246428.0,"2,256,913","1,709","95,669",미국,워너브러더스 코리아(주),잭 스나이더,액션,"헨리 카빌(클락 켄트 / 슈퍼맨), 벤 애플렉(브루스 웨인 / 배트맨), 에이미 아담스(로이스 레인)",[국내] 12세 관람가 [해외] PG-13
메이즈 러너: 데스 큐어,2018.1.17,18902873104.0,"2,299,732","1,090","58,918",미국,이십세기폭스코리아(주),웨스 볼,액션,"딜런 오브라이언(토마스), 토마스 생스터(뉴트), 카야 스코델라리오(트리사)",[국내] 12세 관람가
알리타: 배틀 엔젤,2019.2.5,18571455667.0,"1,952,063","1,043","52,666",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",로버트 로드리게즈,액션,"로사 살라자르(알리타), 크리스토프 왈츠(닥터 다이슨 이도), 키언 존슨(휴고)",[국내] 12세 관람가 [해외] NR
소원,2013.10.2,18529862600.0,"2,711,083",651,"72,329",한국,롯데쇼핑㈜롯데엔터테인먼트,김성주,한국,,
신의 한 수: 귀수편,2019.11.7,18463776050.0,"2,157,437","1,246","82,178",한국,(주)씨제이이엔엠,리건,범죄,"권상우(귀수), 김희원(똥선생), 김성균(허일도)",[국내] 15세 관람가
화차,2012.3.8,18459428000.0,"2,436,438",548,"62,643",한국,필라멘트픽쳐스,변영주,미스터리,"이선균(장문호), 김민희(차경선), 조성하(김종근)",[국내] 15세 관람가
스파이,2015.5.21,18417637358.0,"2,318,748",665,"62,960",미국,이십세기폭스코리아(주),존 왓츠,액션,"톰 홀랜드(피터 파커/스파이더맨), 젠데이아 콜먼(MJ), 베네딕트 컴버배치(닥터 스트레인지)",[국내] 12세 관람가
테넷,2020.8.26,18396929850.0,"1,992,214","2,228","164,758",미국,워너브러더스 코리아(주),크리스토퍼 놀란,액션,"존 데이비드 워싱턴(주도자), 로버트 패틴슨(닐), 엘리자베스 데비키(캣)",[국내] 12세 관람가
로건,2017.3.1,18391060223.0,"2,169,109",954,"68,709",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",스티븐 소더버그,코미디,"채닝 테이텀(지미 로건), 아담 드라이버(클라이드 로건), 다니엘 크레이그(조 뱅)",[국내] 12세 관람가 [해외] PG-13
블라인드,2011.8.10,18390012500.0,"2,367,942",404,"49,358",한국,(주)넥스트엔터테인먼트월드(NEW),타마르 반 덴 도프,드라마,"요런 셀데슬라흐츠(루벤), 핼리너 레인(마리아), 카테리네 베르베케(캐서린)",[국내] 15세 관람가 [해외] NR
박열,2017.6.28,18093639795.0,"2,359,206","1,176","78,499",한국,메가박스중앙(주)플러스엠,이준익,드라마,"이제훈(박열), 최희서(후미코), 김인우(미즈노)",[국내] 12세 관람가
이웃사람,2012.8.22,18088462369.0,"2,434,269",600,"56,752",한국,롯데쇼핑㈜롯데엔터테인먼트,김휘,스릴러,"김윤진(송경희), 마동석(안혁모), 천호진(표종록)",[국내] 청소년 관람불가
모아나,2017.1.12,18056417307.0,"2,310,206",953,"53,162",미국,월트디즈니컴퍼니코리아 유한책임회사,론 클레멘츠,애니메이션,"아우이 크라발호(모아나 목소리), 드웨인 존슨(마우이 목소리), 레이첼 하우스(탈라 할머니 목소리)",[국내] 전체 관람가 [해외] PG
명당,2018.9.19,17900775524.0,"2,087,474","1,117","58,450",한국,메가박스중앙(주)플러스엠,박희곤,한국,"조승우(박재상), 지성(흥선대원군), 김성균(김병기)",[국내] 12세 관람가
의뢰인,2011.9.29,17797042500.0,"2,393,086",522,"58,414",한국,(주)쇼박스,손영성,드라마,"하정우(강성희), 박희순(안민호), 장혁(한철민)",[국내] 15세 관람가
가문의 영광4 - 가문의 수난,2011.9.7,17792219500.0,"2,368,267",537,"48,432",한국,(주)넥스트엔터테인먼트월드(NEW),정태원,코미디,"김수미(홍덕자), 신현준(장인재), 탁재훈(장석재)",[국내] 15세 관람가
강남 1970,2015.1.21,17718699499.0,"2,192,276",841,"53,304",한국,(주)쇼박스,유하,액션,"이민호(종대), 김래원(용기), 정진영(길수)",[국내] 청소년 관람불가
화이: 괴물을 삼킨 아이,2013.10.9,17695412795.0,"2,394,453",817,"59,049",한국,(주)쇼박스,장준환,액션,"김윤석(석태), 여진구(화이), 조진웅(기태)",[국내] 청소년 관람불가
장화신은 고양이,2012.1.12,17602643500.0,"2,080,445",593,"45,451",미국,(주)씨제이이엔엠,제롬 데셤프스,애니메이션,"제롬 데셤프스(고양이 목소리), 욜랜드 모로(여왕 목소리)",[국내] 전체 관람가 [해외] G
테이큰 2,2012.9.27,17581098553.0,"2,308,596",682,"51,344",프랑스,이십세기폭스코리아(주),올리비에 메가턴,액션,"리암 니슨(브라이언 밀스), 매기 그레이스(킴), 팜케 얀센(레노어)",[국내] 청소년 관람불가 [해외] PG-13
007 스카이폴,2012.10.26,17487213000.0,"2,376,145",748,"51,357","미국,영국",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),샘 멘데스,액션,"다니엘 크레이그(제임스 본드), 하비에르 바르뎀(실바), 주디 덴치(M)",[국내] 15세 관람가 [해외] PG-13
원더 우먼,2017.5.31,17468588886.0,"2,165,401","1,034","57,818",미국,워너브러더스 코리아(주),패티 젠킨스,액션,"갤 가돗(다이애나/원더우먼), 크리스 파인(스티브 트레버), 크리스틴 위그(치타/바바라 미네르바)",[국내] 12세 관람가
겟 아웃,2017.5.17,17431830075.0,"2,138,174",945,"56,530",미국,유니버설픽쳐스인터내셔널 코리아(유),맷 루트릿지,액션,"로스 오헤네시(브래드), 자라 피티안(케이틀린)",[국내] 청소년 관람불가
악의 연대기,2015.5.14,17361815332.0,"2,192,525",776,"64,351",한국,(주)씨제이이엔엠,백운학,범죄,"손현주(최반장(최창식)), 마동석(오형사), 최다니엘(김진규)",[국내] 15세 관람가
맨 오브 스틸,2013.6.13,17092964063.0,"2,182,227",998,"55,514",미국,워너브러더스 코리아(주),잭 스나이더,액션,"헨리 카빌(클락 켄트 / 수퍼맨), 에이미 아담스(로이스 레인), 러셀 크로우(조-엘)",[국내] 12세 관람가 [해외] PG-13
하녀,2010.5.13,17038639000.0,"2,267,556",555,"59,621",한국,(주)싸이더스,마이클 워커,스릴러,"빌 캠프(Mr. 크로포드), 필립 에팅거(브랜든 크로포드), 폴라 가시스(드리나)",[국내] 청소년 관람불가
협상,2018.9.19,17032133166.0,"1,967,721",919,"57,926",한국,(주)씨제이이엔엠,이종석,범죄,"손예진(하채윤), 현빈(민태구)",[국내] 15세 관람가
해리 포터와 죽음의 성물1,2010.12.15,16974636000.0,"2,396,988",717,"40,463",미국,워너브러더스 코리아(주),데이빗 예이츠,액션,"다니엘 래드클리프(해리 포터), 엠마 왓슨(헤르미온느), 루퍼트 그린트(론 위즐리)",[국내] 전체 관람가 [해외] PG-13
백두산,2019.12.19,16921016530.0,"1,962,407","1,241","74,413",한국,"(주)씨제이이엔엠,(주)덱스터스튜디오",이해준,드라마,"이병헌(리준평), 하정우(조인창), 마동석(강봉래)",[국내] 12세 관람가
굿바이 싱글,2016.6.29,16912706195.0,"2,108,273",841,"56,380",한국,(주)쇼박스,김태곤,코미디,"김혜수(주연), 마동석(평구), 김현수(단지)",[국내] 15세 관람가
혹성탈출: 종의 전쟁,2017.8.15,16854482778.0,"2,051,315","1,017","44,543",미국,이십세기폭스코리아(주),맷 리브스,액션,"앤디 서키스(시저), 우디 해럴슨(대령), 스티브 잔(배드 에이프)",[국내] 12세 관람가 [해외] PG-13
나잇&데이,2010.6.24,16777869600.0,"2,243,484",494,"54,797",미국,이십세기폭스코리아(주),크리스 리델,코미디,루시 헤일(루시),[국내] 청소년 관람불가 [해외] R
나의 사랑 나의 신부,2014.10.8,16636404305.0,"2,141,155",629,"69,681",한국,씨네그루(주)다우기술,임찬상,멜로/로맨스,"조정석(영민), 신민아(미영)",[국내] 15세 관람가
호빗: 스마우그의 폐허,2013.12.12,16564184549.0,"2,115,878",811,"35,223","미국,뉴질랜드",워너브러더스 코리아(주),피터 잭슨,판타지,"마틴 프리먼(빌보), 이안 맥켈런(간달프), 리처드 아미티지(소린 오큰실드)",[국내] 12세 관람가
배틀쉽,2012.4.11,16545921500.0,"2,241,687",736,"53,109",미국,유니버설픽쳐스인터내셔널 코리아(유),피터 버그,액션,"테일러 키취(알렉스 하퍼), 리암 니슨(셰인 제독), 리아나(코라 레익스)",[국내] 12세 관람가
루시,2014.9.3,16468076039.0,"1,974,893",641,"44,585","미국,프랑스",유니버설픽쳐스인터내셔널 코리아(유),김준성,SF,"고수(최대호), 설경구(송방섭)",[국내] 15세 관람가
걸리버 여행기,2011.1.27,16441365500.0,"1,762,071",527,"41,181",미국,이십세기폭스코리아(주),롭 레터맨,모험,"잭 블랙(르무엘 걸리버), 제이슨 세걸(호라티오), 에밀리 블런트(메리 공주)",[국내] 전체 관람가 [해외] PG
컨저링,2013.9.17,16353225777.0,"2,262,758",563,"48,616",미국,워너브러더스 코리아(주),마이클 차베즈,공포,"베라 파미가(로레인), 패트릭 윌슨(에드), 줄리안 힐리아드(데이빗)",[국내] 15세 관람가
내안의 그놈,2019.1.9,16302228567.0,"1,902,828","1,041","61,683",한국,"(주)메리크리스마스,TCO(주)더콘텐츠온",강효진,판타지,"진영(동현), 박성웅(판수), 라미란(미선)",[국내] 15세 관람가
봉이 김선달,2016.7.6,16227052642.0,"2,051,277",942,"51,418",한국,(주)씨제이이엔엠,박대민,코미디,"유승호(김인홍), 조재현(성대련), 고창석(보원)",[국내] 12세 관람가
인투 더 스톰,2014.8.28,16157166332.0,"2,078,698",585,"45,899",미국,워너브러더스 코리아(주),스티븐 쿼일,액션,"리처드 아미티지(게리 모리스), 사라 웨인 콜리스(앨리슨 스톤), 맷 월쉬(피트)",[국내] 12세 관람가
뷰티 인사이드,2015.8.20,16148479531.0,"2,053,435",648,"52,618",한국,(주)넥스트엔터테인먼트월드(NEW),백종열,멜로/로맨스,"한효주(홍이수), 김대명(우진1), 도지한(우진18)",[국내] 12세 관람가
레버넌트: 죽음에서 돌아온 자,2016.1.14,16107360130.0,"2,007,188",967,"55,063",미국,이십세기폭스코리아(주),알레한드로 곤잘레스 이냐리투,모험,"레오나르도 디카프리오(휴 글래스), 톰 하디(존 피츠 제럴드), 도널 글리슨(앤드류 헨리)",[국내] 15세 관람가 [해외] R
논스톱,2014.2.27,16066549940.0,"2,084,482",582,"58,217","미국,프랑스",(주)넥스트엔터테인먼트월드(NEW),에브라힘 하타미키아,액션,"바박 해미디안(알리), 하디 헤자지파르(유네스)",[국내] 15세 관람가
토르: 천둥의 신,2011.4.28,15985737000.0,"1,694,562",496,"45,188",미국,(주)씨제이이엔엠,케네스 브래너,판타지,"크리스 헴스워스(토르), 나탈리 포트만(제인 포스터), 톰 히들스턴(로키)",[국내] 12세 관람가 [해외] PG-13
#살아있다,2020.6.24,15968219900.0,"1,903,992","1,882","137,073",한국,롯데컬처웍스(주)롯데엔터테인먼트,조일형,드라마,"유아인(오준우), 박신혜(김유빈)",[국내] 15세 관람가
수어사이드 스쿼드,2016.8.3,15874111188.0,"1,898,220",823,"29,512",미국,워너브러더스 코리아(주),엑셀 브라운,액션,"클리오 발렌타인, 토미 피스톨, 찰스 데라",[국내] 청소년 관람불가
라이프 오브 파이,2013.1.1,15812506500.0,"1,588,373",392,"32,722",미국,"주식회사 해리슨앤컴퍼니,이십세기폭스코리아(주)",이안,모험,"수라즈 샤르마(소년 파이 파텔), 이르판 칸(파이 파텔)",[국내] 전체 관람가
마약왕,2018.12.19,15784724552.0,"1,813,594","1,297","41,658",한국,(주)쇼박스,우민호,범죄,"송강호(이두삼), 조정석(김인구), 배두나(김정아)",[국내] 청소년 관람불가
컨저링 2,2016.6.9,15759374229.0,"1,928,605",640,"45,816",미국,워너브러더스 코리아(주),제임스 완,공포,"베라 파미가(로레인), 패트릭 윌슨(에드), 프란카 포텐테(애니타)",[국내] 15세 관람가
내부자들: 디 오리지널,2015.12.31,15742927260.0,"1,924,720",838,"45,697",한국,(주)쇼박스,우민호,범죄,"이병헌(안상구), 조승우(우장훈), 백윤식(이강희)",[국내] 청소년 관람불가
애나벨 : 인형의 주인,2017.8.10,15527492238.0,"1,934,270","1,006","35,103",미국,워너브러더스 코리아(주),데이비드 F. 샌드버그,공포,"스테파니 시그만(수녀 샬럿), 탈리타 베이트먼(재니스), 앨리시아 벨라 베일리",[국내] 15세 관람가 [해외] R
노아,2014.3.20,15514373500.0,"2,026,594",952,"56,722",미국,(주)씨제이이엔엠,토비 젠켈,애니메이션,"안현서(피니), 윤미나(리아), 이상헌(레너드)",[국내] 전체 관람가
변신,2019.8.21,15417922925.0,"1,804,112",975,"63,211",한국,(주)에이스메이커무비웍스,헨크 프리토리우스,공포,"제미마 웨스트, 크리스토퍼 데인",[국내] 15세 관람가
초능력자,2010.11.10,15374489000.0,"2,130,606",612,"58,000",한국,(주)넥스트엔터테인먼트월드(NEW),김민석,SF,"강동원(초인), 고수(임규남), 정은채(영숙)",[국내] 15세 관람가
쩨쩨한 로맨스,2010.12.1,15338827000.0,"2,009,586",450,"46,199",한국,롯데쇼핑㈜롯데엔터테인먼트,김정훈,멜로/로맨스,"이선균(정배), 최강희(다림)",[국내] 청소년 관람불가
뺑반,2019.1.30,15224305848.0,"1,826,912","1,285","47,215",한국,(주)쇼박스,한준희,범죄,"공효진(시연), 류준열(민재), 조정석(재철)",[국내] 15세 관람가
테이큰 3,2015.1.1,15088105000.0,"1,860,934",616,"38,060",미국,이십세기폭스코리아(주),올리비에 메가턴,액션,"리암 니슨(브라이언 밀스), 팜케 얀센(레니), 매기 그레이스(킴)",[국내] 15세 관람가
몽타주,2013.5.16,15002458500.0,"2,095,592",544,"53,195",한국,(주)넥스트엔터테인먼트월드(NEW),정근섭,스릴러,"엄정화(하경), 김상경(청호), 송영창(한철)",[국내] 15세 관람가
이클립스,2010.7.7,14945720000.0,"2,069,246",535,"46,355",미국,(주)넥스트엔터테인먼트월드(NEW),데이빗 슬레이드,판타지,"크리스틴 스튜어트(벨라 스완), 로버트 패틴슨(에드워드 컬렌), 테일러 로트너(제이콥 블랙)",[국내] 12세 관람가 [해외] PG-13
오늘의 연애,2015.1.14,14924654487.0,"1,891,993",709,"47,237",한국,(주)씨제이이엔엠,박진표,멜로/로맨스,"이승기(준수), 문채원(현우), 이서진(동진)",[국내] 15세 관람가
담보,2020.9.29,14748867550.0,"1,719,521","1,342","110,260",한국,(주)씨제이이엔엠,강대규,드라마,"성동일(두석), 하지원(승이), 김희원(종배)",[국내] 12세 관람가
마당을 나온 암탉,2011.7.28,14668226000.0,"2,201,273",363,"39,224",한국,롯데쇼핑㈜롯데엔터테인먼트,오성윤,애니메이션,"문소리(잎싹 목소리), 유승호(초록 목소리), 최민식(나그네 목소리)",[국내] 전체 관람가
강철비2: 정상회담,2020.7.29,14661646110.0,"1,791,533","2,137","106,658",한국,롯데컬처웍스(주)롯데엔터테인먼트,양우석,드라마,"정우성(한 대통령), 곽도원(호위총국장), 유연석(북 위원장)",[국내] 15세 관람가
저스티스 리그,2017.11.15,14629677795.0,"1,786,383","1,308","73,390",미국,워너브러더스 코리아(주),잭 스나이더,액션,"벤 애플렉(브루스 웨인/배트맨), 갤 가돗(다이애나 프린스/원더 우먼), 제이슨 모모아(아서 커리/아쿠아맨)",[국내] 12세 관람가
노무현입니다,2017.5.25,14556517612.0,"1,855,149",775,"61,327",한국,"CGV아트하우스,영화사 풀",이창재,다큐멘터리,노무현(본인),[국내] 12세 관람가
레지던트 이블 4: 끝나지 않은 전쟁 3D,2010.9.16,14533948000.0,"1,190,008",337,"37,849","독일,미국,영국",한국소니픽쳐스릴리징브에나비스타영화㈜,폴 앤더슨,액션,밀라 요보비치(앨리스),[국내] 청소년 관람불가 [해외] R
남자가 사랑할 때,2014.1.22,14510222300.0,"1,979,311",531,"41,123",한국,(주)넥스트엔터테인먼트월드(NEW),한동욱,드라마,"황정민(태일), 한혜진(호정)",[국내] 15세 관람가
페르시아의 왕자: 시간의 모래,2010.5.27,14483501000.0,"1,970,823",567,"51,307",미국,한국소니픽쳐스릴리징브에나비스타영화㈜,마이크 뉴웰,액션,"제이크 질렌할(다스탄 왕자), 젬마 아터튼(타미나 공주), 벤 킹슬리(니잠)",[국내] 12세 관람가
지.아이.조 2,2013.3.28,14457048500.0,"1,855,917",766,"62,627","미국,캐나다",(주)씨제이이엔엠,존 추,액션,"이병헌(스톰 쉐도우), 브루스 윌리스(조 콜튼), 드웨인 존슨(로드블럭)",[국내] 15세 관람가 [해외] PG-13
샌 안드레아스,2015.6.3,14435844152.0,"1,716,455",847,"62,016",미국,워너브러더스 코리아(주),브래드 페이튼,액션,"드웨인 존슨(레이몬드 게인즈), 알렉산드라 다드다리오(블레이크 게인즈), 칼라 구기노(엠마 게인즈)",[국내] 12세 관람가 [해외] PG-13
용의자,2013.12.24,14408028500.0,"1,954,586",618,"42,310",한국,(주)쇼박스,소유붕,드라마,"왕카이(탕촨), 장로일(스홍), 임심여(천칭)",[국내] 12세 관람가
토이 스토리 3,2010.8.5,14319338600.0,"1,458,865",393,"28,615",미국,한국소니픽쳐스릴리징브에나비스타영화㈜,리 언크리치,애니메이션,"톰 행크스(우디 목소리), 팀 알렌(버즈 라이트이어 목소리), 조앤 쿠삭(제시 목소리)",[국내] 전체 관람가 [해외] G
007 스펙터,2015.11.11,14301476030.0,"1,820,760","1,105","51,940","영국,미국",유니버설픽쳐스인터내셔널 코리아(유),샘 멘데스,액션,"다니엘 크레이그(제임스 본드), 레아 세이두(매들린 스완), 크리스토프 왈츠(오버하우서)",[국내] 15세 관람가
킬러의 보디가드,2017.8.30,14020395800.0,"1,721,757",482,"42,002",미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",패트릭 휴즈,액션,"라이언 레이놀즈(마이클 브라이스), 사무엘 L. 잭슨(다리우스 킨케이드), 셀마 헤이엑(소니아 킨케이드)",[국내] 15세 관람가
콩: 스컬 아일랜드,2017.3.8,13990563383.0,"1,689,717",984,"56,425",미국,워너브러더스 코리아(주),조던 복트-로버츠,액션,"톰 히들스턴(제임스 콘라드), 사무엘 L. 잭슨(프레스턴 패커드), 브리 라슨(메이슨 위버)",[국내] 12세 관람가 [해외] PG-13
삼진그룹 영어토익반,2020.10.21,13981414470.0,"1,571,286","1,615","139,275",한국,롯데컬처웍스(주)롯데엔터테인먼트,이종필,드라마,"고아성(이자영), 이솜(정유나), 박혜수(심보람)",[국내] 12세 관람가
악마를 보았다,2010.8.12,13919416500.0,"1,817,063",490,"42,721",한국,(주)쇼박스,김지운,범죄,"이병헌(김수현), 최민식(장경철)",[국내] 청소년 관람불가
주먹왕 랄프 2: 인터넷 속으로,2019.1.3,13877029723.0,"1,754,375","1,453","56,412",미국,월트디즈니컴퍼니코리아 유한책임회사,필 존스턴,애니메이션,"존 C. 라일리(랄프 목소리), 사라 실버맨(바넬로피 목소리), 제인 린치(칼훈 목소리)",[국내] 전체 관람가 [해외] PG
라스트 에어벤더,2010.8.19,13854892500.0,"1,371,164",399,"32,416",미국,CJ ENM,M. 나이트 샤말란,판타지,"노아 링어(아앙), 잭슨 라스본(소카), 니콜라 펠츠(카타라)",[국내] 전체 관람가 [해외] PG
해결사,2010.9.9,13844624000.0,"1,843,404",525,"59,325",한국,"(주)넥스트엔터테인먼트월드(NEW),(주)에스비에스콘텐츠허브",아칸 사타예브,액션,"이차노브 버릭, 비니 존스",[국내] 15세 관람가
쥬만지: 새로운 세계,2018.1.3,13814824864.0,"1,708,672",791,"41,806",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,제이크 캐스단,액션,"드웨인 존슨(닥터 브레이브스톤/스펜서), 잭 블랙(셸리 오베론/베서니), 케빈 하트(무스 핀바/프리지)",[국내] 12세 관람가 [해외] PG-13
걸캅스,2019.5.9,13812802134.0,"1,629,528",973,"63,163",한국,(주)씨제이이엔엠,정다원,코미디,"라미란(박미영), 이성경(조지혜)",[국내] 15세 관람가
연애의 온도,2013.3.21,13798864446.0,"1,865,195",567,"57,847",한국,롯데쇼핑㈜롯데엔터테인먼트,노덕,멜로/로맨스,"이민기(이동희), 김민희(장영)",[국내] 청소년 관람불가
도굴,2020.11.4,13764680410.0,"1,523,514","1,635","133,284",한국,(주)씨제이이엔엠,박정배,범죄,"이제훈(동구), 조우진(존스박사), 신혜선(세희)",[국내] 12세 관람가
글러브,2011.1.20,13756104000.0,"1,887,731",605,"44,725",한국,CJ ENM,강우석,드라마,"정재영(김상남), 유선(나주원), 강신일(교감)",[국내] 전체 관람가
아쿠아맨,2018.12.19,13659344323.0,"1,546,297","1,158","50,500","미국,호주",워너브러더스 코리아(주),제임스 완,액션,"제이슨 모모아(아서 커리 / 아쿠아맨), 앰버 허드(메라), 니콜 키드먼(아틀라나 여왕)",[국내] 12세 관람가 [해외] PG-13
이미테이션 게임,2015.2.17,13655929120.0,"1,743,963",541,"44,782",영국,메가박스중앙(주)플러스엠,모튼 틸덤,드라마,"베네딕트 컴버배치(앨런 튜링), 키이라 나이틀리(조안 클라크), 매튜 구드(휴 알렉산더)",[국내] 15세 관람가 [해외] PG-13
23 아이덴티티,2017.2.22,13609648135.0,"1,675,819",952,"44,104",미국,유니버설픽쳐스인터내셔널 코리아(유),M. 나이트 샤말란,공포,"제임스 맥어보이(데니스/패트리샤/헤드윅/비스트/케빈/배리/오웰/제이드), 안야 테일러 조이(케이시)",[국내] 15세 관람가 [해외] PG-13
아이들...,2011.2.17,13579712500.0,"1,867,849",504,"41,515",한국,롯데쇼핑㈜롯데엔터테인먼트,이규만,범죄,"박용우(강지승), 류승룡(황우혁), 성동일(박 형사)",[국내] 15세 관람가
쎄시봉,2015.2.5,13571515911.0,"1,715,370",829,"51,744",한국,(주)씨제이이엔엠,김현석,멜로/로맨스,"정우(젊은 오근태), 김윤석(오근태), 한효주(젊은 민자영)",[국내] 15세 관람가
나의 PS 파트너,2012.12.6,13548606616.0,"1,786,831",552,"37,625",한국,(주)씨제이이엔엠,변성현,멜로/로맨스,"지성(현승), 김아중(윤정)",[국내] 청소년 관람불가
제보자,2014.10.2,13515762802.0,"1,755,181",676,"58,358",한국,메가박스중앙(주)플러스엠,임순례,드라마,"박해일(윤민철 PD), 유연석(심민호), 이경영(이장환 박사)",[국내] 12세 관람가
닥터 두리틀,2020.1.8,13449206760.0,"1,607,082","1,290","68,634",미국,유니버설픽쳐스인터내셔널 코리아(유),스티븐 개건,코미디,로버트 다우니 주니어(닥터 두리틀),[국내] 전체 관람가
코리아,2012.5.3,13448848500.0,"1,872,681",537,"49,679",한국,(주)씨제이이엔엠,문현성,드라마,"하지원(현정화), 배두나(리분희)",[국내] 12세 관람가
300: 제국의 부활,2014.3.6,13395159700.0,"1,593,116",720,"54,902",미국,워너브러더스 코리아(주),노암 머로,액션,"에바 그린(아르테미시아), 설리반 스탭플턴(테미스토클레스), 로드리고 산토로(크세르크세스 황제)",[국내] 청소년 관람불가 [해외] R
창궐,2018.10.25,13275772490.0,"1,599,290","1,351","60,687",한국,(주)넥스트엔터테인먼트월드(NEW),김성훈,액션,"현빈(이청), 장동건(김자준)",[국내] 15세 관람가
성난황소,2018.11.22,13236490737.0,"1,593,386","1,010","48,932",한국,(주)쇼박스,김민호,범죄,"마동석(강동철), 송지효(지수)",[국내] 15세 관람가
분노의 질주: 더 맥시멈,2013.5.22,13210338042.0,"1,790,916",657,"44,371",미국,유니버설픽쳐스인터내셔널 코리아(유),저스틴 린,액션,"빈 디젤(도미닉 토레토), 드웨인 존슨(루크 홉스), 폴 워커(브라이언 오코너)",[국내] 15세 관람가 [해외] PG-13
러브픽션,2012.2.29,13200412500.0,"1,726,202",617,"44,130",한국,(주)넥스트엔터테인먼트월드(NEW),전계수,멜로/로맨스,"하정우(주월/마형사), 공효진(희진/혜영)",[국내] 15세 관람가
퍼시 잭슨과 번개 도둑,2010.2.11,13158158500.0,"1,846,180",334,"43,667",미국,이십세기폭스코리아(주),크리스 콜럼버스,판타지,"로건 레먼(퍼시 잭슨), 피어스 브로스넌(케이런), 우마 서먼(메두사)",[국내] 12세 관람가 [해외] PG
터보,2013.7.25,13116737000.0,"1,924,414",634,"28,783",미국,(주)씨제이이엔엠,데이빗 소렌,애니메이션,"라이언 레이놀즈(터보 목소리), 폴 지아마티(체트 목소리), 마이클 페나(티토 목소리)",[국내] 전체 관람가
스타트렉 다크니스,2013.5.30,12964828000.0,"1,605,271",607,"40,504",미국,(주)씨제이이엔엠,J.J. 에이브럼스,액션,"크리스 파인(제임스 T. 커크), 재커리 퀸토(스팍), 조 샐다나(우후라)",[국내] 12세 관람가
사자,2019.7.31,12931566145.0,"1,611,163","1,405","47,683",한국,롯데컬처웍스(주)롯데엔터테인먼트,마키무라 츄타,드라마,[국내] 청소년 관람불가,
정직한 후보,2020.2.12,12854297030.0,"1,538,038","1,187","89,425",한국,(주)넥스트엔터테인먼트월드(NEW),장유정,코미디,"라미란(주상숙), 김무열(박희철), 나문희(김옥희)",[국내] 12세 관람가
도어락,2018.12.5,12792097886.0,"1,559,616",954,"53,732",한국,메가박스중앙(주)플러스엠,이권,스릴러,"공효진(조경민), 김예원(오효주), 김성오(이형사)",[국내] 15세 관람가
