moviename,openingdate,attendance,screen,playcount,director,actor,openingmonth,country_abroad,country_domestic,distributor_etc_distributor,distributor_major_abroad,distributor_major_domestic,genre_action,genre_adventure,genre_animation,genre_comedy,genre_crime,genre_drama,genre_etc,genre_fantasy,genre_fear,genre_mystery,genre_romance,genre_sf,genre_thriller,filmrank_G_rated,filmrank_PG 12,filmrank_PG 15,filmrank_X_rated,sales
염력,2018-01-31,990104,1099,45623,5455944,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7484644112
맨 인 블랙: 인터내셔널,2019-06-12,851917,1151,40520,2252577,2,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7464209570
본 레거시,2012-09-06,1015711,585,31628,1015711,3,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7412233000
허삼관,2015-01-14,955679,621,27645,612913,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7408943569
셔터 아일랜드,2010-03-18,990223,272,29043,787652,2,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7407854500
미쓰 와이프,2015-08-13,988451,437,28864,1368505,2,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7387086869
잭 더 자이언트 킬러,2013-02-28,956154,507,27115,2233161,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7376481000
시체가 돌아왔다,2012-03-29,986923,435,36705,986923,3,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7360631000
스텝 업 3D,2010-08-05,671845,250,14805,1875958,3,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7345439000
그것,2017-09-06,888836,837,35430,2154087,3,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7335022607
로보캅,2014-02-13,979509,627,29686,979509,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7299641958
작은 아씨들,2020-02-12,864782,1105,59781,864782,3,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7283877330
우리는 형제입니다,2014-10-23,970373,566,41638,628336,3,10,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7263255399
가문의 영광5 - 가문의 귀환,2012-12-19,1012223,447,22573,686134,3,12,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7245056500
존 카터: 바숨 전쟁의 서막,2012-03-08,838126,508,30760,1719930,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7229870500
레전드 오브 타잔,2016-06-29,858402,593,28021,2946451,3,6,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7196970717
원더풀 라디오,2012-01-05,977470,474,29167,879493,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7193596000
셜록홈즈 : 그림자 게임,2011-12-21,949299,360,25140,512169,2,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7168608500
스텝업4 : 레볼루션,2012-08-15,953871,281,23522,639978,2,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7157894000
미드웨이,2019-12-31,824836,842,32902,965055,3,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7143163010
애나벨,2014-10-02,926027,464,29000,926027,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7083492943
파퍼씨네 펭귄들,2011-09-07,980387,333,26307,980387,3,9,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7049177000
몬스터 호텔 2,2015-12-24,962770,686,12388,973291,3,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7029012585
방가? 방가!,2010-09-30,972431,312,41556,1225293,3,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7013842000
인랑,2018-07-25,898945,1085,25427,898945,3,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7006622673
살인의뢰,2015-03-12,855980,646,35244,2714941,3,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6986456737
시동,2019-12-18,792493,825,34835,792493,3,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6876716560
뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,931342,459,19941,661551,3,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6826641500
돈 크라이 마미,2012-11-22,972962,444,29539,972962,3,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6798882099
평행이론,2010-02-18,921111,265,32341,921111,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6793066000
하트 오브 더 씨,2015-12-03,809399,535,29219,749235,3,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6777420023
에픽 : 숲속의 전설,2013-08-07,978785,471,18377,978785,3,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6748072000
점쟁이들,2012-10-03,953682,479,31577,528858,3,10,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6731202500
투어리스트,2010-12-09,901843,418,26842,901843,2,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6728872000
베이비 드라이버,2017-09-14,822769,778,40531,822769,3,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6699906214
전국노래자랑,2013-05-01,978413,581,41649,955734,3,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6687636000
브리짓 존스의 베이비,2016-09-28,820995,509,30736,820995,3,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6678585874
디스 민즈 워,2012-02-29,873396,351,32790,873396,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6661435000
틴틴 : 유니콘호의 비밀,2011-12-07,803256,644,31075,1107519,3,12,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6646528500
오리엔트 특급 살인,2017-11-29,863567,707,35031,961906,3,11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6636205163
슈퍼배드 2,2013-09-12,962862,424,17373,962862,2,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6605655500
극장판 헬로카봇 : 백악기 시대,2018-08-01,879449,758,16173,613839,3,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6589532500
좋아해줘,2016-02-17,848148,637,27125,848148,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6572774337
크루즈 패밀리,2013-05-16,941824,525,21734,941824,3,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6540951500
레슬러,2018-05-09,771141,957,43079,771141,3,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6481379657
레지던트 이블: 파멸의 날,2017-01-25,765259,599,24450,845717,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6422202365
체포왕,2011-05-04,870887,407,32545,870887,2,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6413325500
헝거게임: 모킹제이,2014-11-20,854377,630,28796,928878,3,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6400058044
인시디어스 3,2015-07-09,825517,416,20824,700280,3,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6396650620
손님,2015-07-09,828025,634,23404,828025,3,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6385937880
스카이 라인,2010-11-24,860340,427,31690,860340,2,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6320601500
만추,2011-02-17,845845,444,25590,845845,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6313817000
상류사회,2018-08-29,768442,867,41725,768442,2,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6313416163
공각기동대 : 고스트 인 더 쉘,2017-03-29,764072,807,36261,700351,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6285970884
대립군,2017-05-31,837500,809,29084,837500,3,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6276963402
보헤미안 랩소디,2018-10-31,723804,732,27689,2233161,3,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6270535440
기술자들,2014-12-24,786257,481,18808,959726,3,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6241817635
월터의 상상은 현실이 된다,2013-12-31,834348,373,22938,834348,3,12,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6134220799
새미의 어드벤쳐,2010-12-15,647860,309,14302,725482,3,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6108607500
물괴,2018-09-12,723622,1183,46022,925955,3,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6106452954
레드슈즈,2019-07-25,817729,717,20376,817729,3,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6103833190
스플릿,2016-11-09,758195,702,32616,2253073,3,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6102712539
열한시,2013-11-28,870785,512,32536,2137558,3,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6097792000
퍼스트맨,2018-10-18,665364,1190,40580,286379,2,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6094765639
캣츠,2019-12-24,728328,1143,22732,728328,3,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6093167690
몬스터 호텔,2013-01-17,884885,489,16647,973291,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6080221500
헝거게임: 더 파이널,2015-11-18,806520,661,26973,928878,3,11,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6069167163
미쓰백,2018-10-11,722182,671,41961,722182,3,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6040344066
그랜드 부다페스트 호텔,2014-03-20,774699,241,26377,774699,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,6019756082
개구쟁이 스머프 2,2013-08-01,921788,478,15485,974612,3,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5993979500
고질라,2014-05-15,709734,610,25335,709734,2,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5972847963
남쪽으로 튀어,2013-02-06,832894,428,23088,1294037,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5970851500
킹스 스피치,2011-03-17,806248,327,33979,806248,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5963126500
미확인 동영상 : 절대클릭금지,2012-05-30,867386,361,25059,867386,3,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5939840500
카트,2014-11-13,812490,544,28547,812490,3,11,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5912676633
런던 해즈 폴른,2016-03-10,731584,526,37569,731584,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5908367979
뽀로로 극장판 보물섬 대모험,2019-04-25,766843,797,20075,770293,3,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5886383900
몬스터 대학교,2013-09-12,870605,385,15172,644344,3,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5879223500
관능의 법칙,2014-02-13,781516,591,30630,879493,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5858771500
뽀로로 극장판 공룡섬 대모험,2017-12-07,773743,803,18226,770293,3,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5848888600
"안녕, 헤이즐",2014-08-13,749146,326,17946,405521,3,8,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5833905000
고死 두 번째 이야기: 교생실습,2010-07-28,857038,313,23307,857038,3,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5802318000
A-특공대,2010-06-10,777985,323,26460,777985,3,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5795794000
잭 리처,2013-01-17,784031,431,19868,697564,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5758577000
샤잠!,2019-04-03,657294,1148,45003,1234282,2,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5743398797
푸른소금,2011-08-31,771699,476,28346,771699,2,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5739824500
삼총사 3D,2011-10-12,660172,510,29377,845717,3,10,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5731619500
명탐정 피카츄,2019-05-09,686809,817,25776,1224440,2,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5730788546
리오 2,2014-05-01,765961,598,14929,648296,3,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5669231900
피라냐,2010-08-26,505836,310,22744,505836,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5661671000
인페르노,2016-10-19,689071,754,31809,749235,3,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5656281303
화이트: 저주의 멜로디,2011-06-09,790954,311,28059,561357,3,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5587166000
국가대표 2,2016-08-10,709929,562,20689,709929,3,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5482232042
트랜센던스,2014-05-14,696436,417,23243,696436,3,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5478536500
패신저스,2017-01-04,668576,608,21517,1206269,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5467466918
지푸라기라도 잡고 싶은 짐승들,2020-02-19,628977,996,65645,628977,3,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5457014750
나는 왕이로소이다,2012-08-08,790181,471,21898,790181,3,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5455343404
반창꼬,2012-12-19,745262,381,20840,699682,2,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5451422068
하늘에서 음식이 내린다면,2010-02-11,654510,282,16556,726180,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5413862500
하늘에서 음식이 내린다면 2,2013-11-21,797850,545,16340,726180,3,11,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5411562500
풍산개,2011-06-23,714136,286,19194,714136,2,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5395201500
픽셀,2015-07-16,681945,557,21307,932025,3,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5390909947
주유소 습격사건 2,2010-01-21,729834,315,27844,729834,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5379208500
더 파이브,2013-11-14,731212,501,27308,731212,3,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5343797000
스파이더맨: 뉴 유니버스,2018-12-12,639934,722,22113,639934,3,12,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5305289076
상의원,2014-12-24,676632,466,13809,592272,3,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5293724564
통증,2011-09-07,700272,317,29211,1917958,3,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5246996000
널 기다리며,2016-03-10,635235,551,33774,635235,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5234303336
설리: 허드슨강의 기적,2016-09-28,627102,573,26609,485934,3,9,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5234170754
광대들: 풍문조작단,2019-08-21,637461,806,29048,2773699,3,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5228976088
퍼펙트 게임,2011-12-21,695312,396,21284,1391393,3,12,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5224000500
앵그리버드 더 무비,2016-05-19,680606,661,15812,680606,3,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5218111744
컨택트,2017-02-02,634150,605,22770,634150,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5214551521
그날의 분위기,2016-01-14,653287,592,27186,653287,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5149571612
로그 원: 스타워즈 스토리,2016-12-28,596487,907,15441,596487,3,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5127537094
나를 찾아줘,2019-11-27,645082,875,29475,645082,3,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5117014620
그것: 두 번째 이야기,2019-09-04,591346,999,25622,591346,3,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5112010367
미스터 주: 사라진 VIP,2020-01-22,603203,692,28187,1174004,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5071671660
아빠는 딸,2017-04-12,647305,586,33263,647305,2,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5054757395
내 깡패 같은 애인,2010-05-20,688639,265,25806,2450084,2,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5028520000
리오,2011-07-27,645151,333,13781,648296,3,7,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5021719500
인비저블맨,2020-02-26,575043,776,63076,700280,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5015895060
트롤,2017-02-16,675966,622,18387,675966,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5011161500
이스케이프 룸,2019-03-14,563114,850,29219,558817,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5007420664
신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,678091,762,16175,678091,3,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5001247250
아이 엠 넘버 포,2011-02-24,654386,284,22145,564847,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4955215500
우는 남자,2014-06-04,603495,508,22322,2347992,2,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4924852800
사냥,2016-06-29,645922,696,28862,645922,3,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4912658515
나쁜 녀석들: 포에버,2020-01-15,547775,896,29888,547775,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4880576760
생텀,2011-02-10,465039,323,16998,465039,3,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4828519000
침입자,2020-06-04,532045,1365,53636,532045,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4810611000
고양이: 죽음을 보는 두 개의 눈,2011-07-07,672314,304,18972,672314,3,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4780502000
아더 크리스마스,2011-11-25,620995,356,14606,620995,3,11,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4771040500
열정같은소리하고있네,2015-11-25,654102,566,30459,699682,2,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4758959902
레지던트 이블 5 : 최후의 심판,2012-09-13,558433,368,24599,845717,1,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4757460500
특종: 량첸살인기,2015-10-22,616481,776,31783,1240838,3,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4754763118
황제를 위하여,2014-06-11,592435,423,26736,592435,3,6,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4754501771
서부전선,2015-09-24,609063,509,18935,609063,2,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4751661400
버닝,2018-05-17,528435,739,26514,528435,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4716771098
스타워즈: 라이즈 오브 스카이워커,2020-01-08,507265,957,28695,1346973,3,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4704790210
47 미터,2017-07-19,590045,733,20457,545989,3,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4686079657
머니볼,2011-11-17,641099,385,21961,641099,1,11,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4677562000
스노우 화이트 앤 더 헌츠맨,2012-05-30,636631,447,20647,700351,3,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4646250000
잭 리처: 네버 고 백,2016-11-30,611097,667,23659,697564,2,11,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4638072258
마음이2,2010-07-21,696382,262,20458,696382,3,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4631432000
채피,2015-03-12,573661,536,24669,890696,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4620380654
콰이어트 플레이스,2018-04-12,526073,677,30760,526073,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4580889849
극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,590413,889,20852,613839,3,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4579618150
인 타임,2011-10-27,616943,304,21836,616943,3,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4579554500
양자물리학,2019-09-25,554939,799,25296,554939,3,9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4536436380
플랜맨,2014-01-09,632299,458,20459,632299,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4528561558
애드 아스트라,2019-09-19,513375,853,27816,513375,1,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4518393460
메가로돈,2018-08-15,527962,601,16459,549368,2,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4516122497
콜롬비아나,2011-08-31,598365,397,25622,1589298,2,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4514882000
툼레이더,2018-03-08,540410,806,31823,540410,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4500905762
국제수사,2020-09-29,537470,1074,41108,460403,3,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4496603760
더 울프 오브 월스트리트,2014-01-09,585082,395,13735,787652,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4490682000
싱 스트리트,2016-05-19,560790,494,22825,1994157,3,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4489637672
극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,575362,752,15827,613839,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4485953140
헝거게임: 판엠의 불꽃,2012-04-05,607956,514,24924,971892,3,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4478418000
타이타닉,1998-02-20,369643,272,10365,3721359,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4473640500
그린 존,2010-03-25,596403,268,27563,1604184,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4460075000
메카닉: 리크루트,2016-08-31,551897,320,17497,551897,3,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4458200800
타잔 3D,2014-01-09,597142,527,12994,448385,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4452845000
"그날, 바다",2018-04-12,540631,643,30376,540631,1,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4446000528
더 임파서블,2013-01-17,622704,407,19595,3141916,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4445235500
미쓰GO,2012-06-21,611685,440,24851,611685,3,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4441859000
오션스,2010-07-28,640632,212,14915,640632,3,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4403647500
맨 온 렛지,2012-02-22,591841,408,22440,591841,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4393531500
피에타,2012-09-06,603283,326,23106,603283,2,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4355592500
