moviename,openingdate,sales,attendance,screen,playcount,country,country_label,director,genre,genre_label,actor,filmrank,filmrank_label,openingmonth
용의자,2013-12-24,14408028500,1954586,618,42310,domestic,0,1753320,drama,4,3,PG 12,1,12
삼진그룹 영어토익반,2020-10-21,13981414470,1571286,1615,139275,domestic,0,955734,drama,4,3,PG 12,1,10
악마를 보았다,2010-08-12,13919416500,1817063,490,42721,domestic,0,4658741,crime,5,2,X_rated,3,8
라스트 에어벤더,2010-08-19,13854892500,1371164,399,32416,abroad,1,1012844,fantasy,3,3,G_rated,2,8
해결사,2010-09-09,13844624000,1843404,525,59325,domestic,0,1843404,action,2,2,PG 15,0,9
걸캅스,2019-05-09,13812802134,1629528,973,63163,domestic,0,1629528,comedy,0,2,PG 15,0,5
연애의 온도,2013-03-21,13798864446,1865195,567,57847,domestic,0,1240838,romance,10,2,X_rated,3,3
도굴,2020-11-04,13764680410,1523514,1635,133284,domestic,0,1523514,crime,5,3,PG 12,1,11
글러브,2011-01-20,13756104000,1887731,605,44725,domestic,0,1989220,drama,4,3,G_rated,2,1
아이들...,2011-02-17,13579712500,1867849,504,41515,domestic,0,1867849,crime,5,3,PG 15,0,2
쎄시봉,2015-02-05,13571515911,1715370,829,51744,domestic,0,2137558,romance,10,3,PG 15,0,2
나의 PS 파트너,2012-12-06,13548606616,1786831,552,37625,domestic,0,1363183,romance,10,2,X_rated,3,12
코리아,2012-05-03,13448848500,1872681,537,49679,domestic,0,1753842,drama,4,2,PG 12,1,5
창궐,2018-10-25,13275772490,1599290,1351,60687,domestic,0,4289071,action,2,2,PG 15,0,10
성난황소,2018-11-22,13236490737,1593386,1010,48932,domestic,0,1593386,crime,5,2,PG 15,0,11
러브픽션,2012-02-29,13200412500,1726202,617,44130,domestic,0,1726202,romance,10,2,PG 15,0,2
터보,2013-07-25,13116737000,1924414,634,28783,abroad,1,1924414,animation,6,3,G_rated,2,7
스타트렉 다크니스,2013-05-30,12964828000,1605271,607,40504,abroad,1,1346973,action,2,3,PG 12,1,5
정직한 후보,2020-02-12,12854297030,1538038,1187,89425,domestic,0,1309893,comedy,0,3,PG 12,1,2
전설의 주먹,2013-04-10,12777314500,1744585,724,57593,domestic,0,1989220,action,2,3,X_rated,3,4
언터처블: 1%의 우정,2012-03-22,12735040000,1720472,454,48976,abroad,1,1720472,comedy,0,2,PG 12,1,3
평양성,2011-01-27,12684530500,1717566,483,41860,domestic,0,1424759,comedy,0,3,PG 12,1,1
임금님의 사건수첩,2017-04-26,12651193723,1635003,1054,53005,domestic,0,1753842,comedy,0,2,PG 12,1,4
마다가스카3 : 이번엔 서커스다!,2012-06-06,12521043500,1629799,564,34150,abroad,1,1571069,animation,6,3,G_rated,2,6
집으로 가는 길,2013-12-11,12373339745,1763231,740,39811,domestic,0,1763231,drama,4,2,PG 15,0,12
공범,2013-10-24,12333110882,1766285,611,51425,domestic,0,1766285,etc,1,3,PG 15,0,10
더 폰,2015-10-22,12309164568,1593694,794,53599,domestic,0,1593694,action,2,3,PG 15,0,10
두근두근 내 인생,2014-09-03,12291081634,1624601,629,40158,domestic,0,1624601,drama,4,3,PG 12,1,9
대호,2015-12-16,12104808332,1584168,892,39599,domestic,0,1584168,drama,4,3,X_rated,3,12
나의 특별한 형제,2019-05-01,12081618074,1478156,936,49927,domestic,0,1225293,drama,4,3,PG 12,1,5
그대를 사랑합니다,2011-02-17,12041827000,1645505,292,57869,domestic,0,1645505,drama,4,3,PG 15,0,2
파파로티,2013-03-14,11825934000,1716429,552,53601,domestic,0,1716429,drama,4,3,PG 15,0,3
하울링,2012-02-16,11765293500,1612554,550,44753,domestic,0,1902415,crime,5,2,PG 15,0,2
신들의 전쟁,2011-11-10,11726682000,1338411,525,46169,abroad,1,1338411,action,2,3,X_rated,3,11
해무(海霧),2014-08-13,11706782519,1475507,584,33490,domestic,0,1475507,drama,4,3,X_rated,3,8
피끓는 청춘,2014-01-22,11688382888,1676040,679,36082,domestic,0,1676040,comedy,0,3,PG 15,0,1
무적자,2010-09-16,11629780500,1546132,412,46186,domestic,0,1343677,action,2,3,PG 15,0,9
황해,2010-12-22,11524115000,1497242,618,23295,domestic,0,4188575,crime,5,3,X_rated,3,12
탐정 홍길동: 사라진 마을,2016-05-04,11516170845,1430885,764,41076,domestic,0,2833113,drama,4,2,PG 15,0,5
마다가스카의 펭귄,2014-12-31,11450482159,1512340,615,27171,abroad,1,1571069,animation,6,3,G_rated,2,12
골든슬럼버,2018-02-14,11412768798,1387508,833,42991,domestic,0,1387508,crime,5,3,PG 15,0,2
벤허,2016-09-14,11410860395,1400301,717,38941,abroad,1,872588,adventure,8,3,PG 12,1,9
인간중독,2014-05-14,11284912400,1441973,682,44057,domestic,0,2213728,drama,4,3,X_rated,3,5
용의자X,2012-10-18,11241013000,1552055,553,42989,domestic,0,1753320,drama,4,3,PG 12,1,10
클로젯,2020-02-05,10971962280,1270835,1197,71453,domestic,0,1270835,mystery,9,3,PG 15,0,2
새미의 어드벤쳐 2,2012-08-01,10856204000,1457380,486,26436,abroad,1,725482,animation,6,3,G_rated,2,8
브레이킹 던 part1,2011-11-30,10692564000,1459449,636,43060,abroad,1,1476866,drama,4,2,PG 15,0,11
특별시민,2017-04-26,10494768945,1362634,1154,46377,domestic,0,896785,drama,4,3,PG 15,0,4
궁합,2018-02-28,10478875438,1340117,966,52427,domestic,0,1340117,comedy,0,2,PG 12,1,2
장산범,2017-08-17,10341783083,1306438,711,34768,domestic,0,1306438,mystery,9,2,PG 15,0,8
퍼펙트맨,2019-10-02,10311352770,1240022,894,50055,domestic,0,1240022,comedy,0,2,PG 15,0,10
스윙키즈,2018-12-19,10308565602,1258811,984,32237,domestic,0,2637086,drama,4,3,PG 12,1,12
폼페이: 최후의 날,2014-02-20,10303127700,1373873,561,43288,abroad,1,845717,action,2,3,PG 15,0,2
스타트렉 비욘드,2016-08-17,10190375820,1157156,716,38199,abroad,1,1523348,action,2,3,PG 12,1,8
"힘을 내요, 미스터 리",2019-09-11,9930518906,1181960,990,41831,domestic,0,4078625,comedy,0,3,PG 12,1,9
특별수사: 사형수의 편지,2016-06-16,9929947065,1241899,691,39372,domestic,0,1241899,crime,5,3,PG 15,0,6
은교,2012-04-25,9918274444,1346359,521,41683,domestic,0,1295945,romance,10,3,X_rated,3,4
해빙,2017-03-01,9905406822,1204600,915,46227,domestic,0,1204600,thriller,11,3,PG 15,0,3
생일,2019-04-03,9885147340,1197565,878,71797,domestic,0,1197565,drama,4,2,G_rated,2,4
헬로우 고스트,2010-12-22,9796273500,1356230,472,22865,domestic,0,1262896,comedy,0,3,PG 12,1,12
바람 바람 바람,2018-04-05,9784385375,1194229,985,57939,domestic,0,6834886,comedy,0,3,X_rated,3,4
차형사,2012-05-30,9752555296,1346754,433,39152,domestic,0,1346754,comedy,0,3,PG 15,0,5
악녀,2017-06-08,9739662144,1208081,685,46070,domestic,0,1968939,action,2,3,X_rated,3,6
시간이탈자,2016-04-13,9731838195,1202384,733,55075,domestic,0,1202384,thriller,11,3,PG 15,0,4
점박이:한반도의 공룡3D,2012-01-26,9681445500,1050852,457,22475,domestic,0,713082,animation,6,3,G_rated,2,1
소스 코드,2011-05-04,9640238500,1277690,403,38744,abroad,1,1220482,action,2,2,PG 12,1,5
간기남,2012-04-11,9356404500,1246185,396,38155,domestic,0,1182231,thriller,11,3,X_rated,3,4
미스터 고,2013-07-17,9337976000,1328888,840,38263,domestic,0,6491963,drama,4,2,PG 12,1,7
간첩,2012-09-20,9316548500,1310895,576,41726,domestic,0,2977866,drama,4,3,PG 15,0,9
항거:유관순 이야기,2019-02-27,9291455101,1157949,1094,46159,domestic,0,1157949,drama,4,3,PG 12,1,2
심야의 F.M.,2010-10-14,9179170500,1208306,423,50423,domestic,0,1208306,thriller,11,4,X_rated,3,10
찌라시: 위험한 소문,2014-02-20,9111748087,1221427,560,37426,domestic,0,2450084,drama,4,3,PG 15,0,2
"당신, 거기 있어줄래요",2016-12-14,8999085248,1124815,767,39181,domestic,0,1168829,fantasy,3,3,PG 12,1,12
빅매치,2014-11-27,8952096578,1177438,627,38527,domestic,0,1177438,action,2,3,PG 15,0,11
간신,2015-05-21,8946842910,1110246,697,40580,domestic,0,1590719,drama,4,3,X_rated,3,5
돈의 맛,2012-05-17,8780178611,1166018,643,36922,domestic,0,1166018,drama,4,3,X_rated,3,5
장수상회,2015-04-09,8737364643,1165780,688,52928,domestic,0,861204,drama,4,3,PG 12,1,4
성난 변호사,2015-10-08,8723650039,1128288,607,36990,domestic,0,925955,crime,5,3,PG 15,0,10
천문: 하늘에 묻는다,2019-12-26,8695248070,1035024,929,43246,domestic,0,3317126,etc,1,2,PG 12,1,12
메가마인드,2011-01-13,8688842000,875631,414,22905,abroad,1,1663938,animation,6,3,G_rated,2,1
육혈포 강도단,2010-03-18,8651186000,1214237,319,51941,domestic,0,1368505,crime,5,3,PG 15,0,3
R2B: 리턴투베이스,2012-08-15,8602921371,1201944,539,32881,domestic,0,1201944,action,2,3,PG 15,0,8
깡철이,2013-10-02,8572344462,1209363,707,43102,domestic,0,1209363,etc,1,2,PG 15,0,10
더 웹툰: 예고살인,2013-06-27,8537683070,1201457,541,35931,domestic,0,1201457,fear,12,2,PG 15,0,6
웜 바디스,2013-03-14,8361708124,1169839,477,37960,abroad,1,1169839,comedy,0,3,PG 15,0,3
회사원,2012-10-11,8321175000,1110523,549,41275,domestic,0,1110523,action,2,2,X_rated,3,10
고령화 가족,2013-05-09,8169492153,1141222,583,37524,domestic,0,1343677,drama,4,3,PG 15,0,5
특수본,2011-11-24,8096052500,1118258,471,40881,domestic,0,1118258,action,2,3,PG 15,0,11
가디언즈,2012-11-29,8083010500,1056250,470,21045,abroad,1,1701053,action,2,3,PG 12,1,11
수상한 고객들,2011-04-14,7953428000,1059350,411,33930,domestic,0,1059350,comedy,0,1,PG 15,0,4
김종욱 찾기,2010-12-08,7894328000,1081748,427,31167,domestic,0,1309893,romance,10,2,PG 12,1,12
헝거게임: 캣칭 파이어,2013-11-21,7850816000,1125739,630,33686,abroad,1,928878,fantasy,3,3,PG 15,0,11
방황하는 칼날,2014-04-10,7828891800,989906,594,38850,domestic,0,1035829,thriller,11,2,X_rated,3,4
"고산자, 대동여지도",2016-09-07,7801007258,974262,765,38048,domestic,0,1989220,drama,4,2,G_rated,2,9
마루 밑 아리에티,2010-09-09,7649985500,1065967,337,29804,abroad,1,800649,animation,6,3,G_rated,2,9
오직 그대만,2011-10-20,7591008500,1027622,435,35365,domestic,0,1027622,romance,10,2,PG 15,0,10
불한당: 나쁜 놈들의 세상,2017-05-17,7587004625,939535,860,37913,domestic,0,1363183,crime,5,2,X_rated,3,5
심장이 뛴다,2011-01-05,7538083500,1006947,445,26778,domestic,0,1006947,etc,1,3,PG 15,0,1
염력,2018-01-31,7484644112,990104,1099,45623,domestic,0,5455944,comedy,0,2,PG 15,0,1
맨 인 블랙: 인터내셔널,2019-06-12,7464209570,851917,1151,40520,abroad,1,2252577,action,2,2,PG 12,1,6
허삼관,2015-01-14,7408943569,955679,621,27645,domestic,0,612913,drama,4,2,PG 12,1,1
셔터 아일랜드,2010-03-18,7407854500,990223,272,29043,abroad,1,787652,drama,4,2,PG 15,0,3
시체가 돌아왔다,2012-03-29,7360631000,986923,435,36705,domestic,0,986923,crime,5,3,PG 15,0,3
우리는 형제입니다,2014-10-23,7263255399,970373,566,41638,domestic,0,628336,comedy,0,3,PG 12,1,10
가문의 영광5 - 가문의 귀환,2012-12-19,7245056500,1012223,447,22573,domestic,0,686134,comedy,0,3,PG 15,0,12
원더풀 라디오,2012-01-05,7193596000,977470,474,29167,domestic,0,879493,drama,4,2,PG 15,0,1
스텝업4 : 레볼루션,2012-08-15,7157894000,953871,281,23522,abroad,1,639978,romance,10,2,PG 12,1,8
시동,2019-12-18,6876716560,792493,825,34835,domestic,0,792493,drama,4,3,PG 15,0,12
뽀로로 극장판 슈퍼썰매 대모험,2013-01-23,6826641500,931342,459,19941,domestic,0,661551,animation,6,3,G_rated,2,1
평행이론,2010-02-18,6793066000,921111,265,32341,domestic,0,921111,thriller,11,2,PG 15,0,2
점쟁이들,2012-10-03,6731202500,953682,479,31577,domestic,0,528858,comedy,0,3,PG 15,0,10
전국노래자랑,2013-05-01,6687636000,978413,581,41649,domestic,0,955734,comedy,0,3,PG 12,1,5
틴틴 : 유니콘호의 비밀,2011-12-07,6646528500,803256,644,31075,abroad,1,1107519,adventure,8,3,G_rated,2,12
극장판 헬로카봇 : 백악기 시대,2018-08-01,6589532500,879449,758,16173,domestic,0,613839,animation,6,3,G_rated,2,8
좋아해줘,2016-02-17,6572774337,848148,637,27125,domestic,0,848148,romance,10,3,PG 12,1,2
크루즈 패밀리,2013-05-16,6540951500,941824,525,21734,abroad,1,941824,animation,6,3,G_rated,2,5
레슬러,2018-05-09,6481379657,771141,957,43079,domestic,0,771141,drama,4,3,PG 15,0,5
체포왕,2011-05-04,6413325500,870887,407,32545,domestic,0,870887,comedy,0,2,PG 15,0,5
헝거게임: 모킹제이,2014-11-20,6400058044,854377,630,28796,abroad,1,928878,fantasy,3,3,PG 15,0,11
손님,2015-07-09,6385937880,828025,634,23404,domestic,0,828025,fantasy,3,3,PG 15,0,7
만추,2011-02-17,6313817000,845845,444,25590,domestic,0,845845,drama,4,2,PG 15,0,2
상류사회,2018-08-29,6313416163,768442,867,41725,domestic,0,768442,drama,4,2,X_rated,3,8
공각기동대 : 고스트 인 더 쉘,2017-03-29,6285970884,764072,807,36261,abroad,1,700351,sf,7,1,PG 15,0,3
기술자들,2014-12-24,6241817635,786257,481,18808,domestic,0,959726,crime,5,3,PG 15,0,12
새미의 어드벤쳐,2010-12-15,6108607500,647860,309,14302,abroad,1,725482,animation,6,3,G_rated,2,12
물괴,2018-09-12,6106452954,723622,1183,46022,domestic,0,925955,action,2,3,PG 15,0,9
레드슈즈,2019-07-25,6103833190,817729,717,20376,domestic,0,817729,animation,6,3,G_rated,2,7
열한시,2013-11-28,6097792000,870785,512,32536,domestic,0,2137558,thriller,11,3,PG 15,0,11
헝거게임: 더 파이널,2015-11-18,6069167163,806520,661,26973,abroad,1,928878,action,2,3,PG 15,0,11
남쪽으로 튀어,2013-02-06,5970851500,832894,428,23088,domestic,0,1294037,drama,4,3,PG 15,0,2
미확인 동영상 : 절대클릭금지,2012-05-30,5939840500,867386,361,25059,domestic,0,867386,fear,12,3,PG 15,0,5
뽀로로 극장판 보물섬 대모험,2019-04-25,5886383900,766843,797,20075,domestic,0,770293,animation,6,3,G_rated,2,4
관능의 법칙,2014-02-13,5858771500,781516,591,30630,domestic,0,879493,drama,4,3,X_rated,3,2
뽀로로 극장판 공룡섬 대모험,2017-12-07,5848888600,773743,803,18226,domestic,0,770293,animation,6,3,G_rated,2,12
고死 두 번째 이야기: 교생실습,2010-07-28,5802318000,857038,313,23307,domestic,0,857038,fear,12,3,PG 15,0,7
잭 리처,2013-01-17,5758577000,784031,431,19868,abroad,1,697564,action,2,2,PG 15,0,1
푸른소금,2011-08-31,5739824500,771699,476,28346,domestic,0,771699,drama,4,2,PG 15,0,8
삼총사 3D,2011-10-12,5731619500,660172,510,29377,abroad,1,845717,fantasy,3,3,PG 12,1,10
화이트: 저주의 멜로디,2011-06-09,5587166000,790954,311,28059,domestic,0,561357,fear,12,3,PG 15,0,6
트랜센던스,2014-05-14,5478536500,696436,417,23243,abroad,1,696436,action,2,3,PG 12,1,5
나는 왕이로소이다,2012-08-08,5455343404,790181,471,21898,domestic,0,790181,drama,4,3,PG 12,1,8
반창꼬,2012-12-19,5451422068,745262,381,20840,domestic,0,699682,drama,4,2,PG 15,0,12
풍산개,2011-06-23,5395201500,714136,286,19194,domestic,0,714136,drama,4,2,X_rated,3,6
더 파이브,2013-11-14,5343797000,731212,501,27308,domestic,0,731212,thriller,11,3,X_rated,3,11
상의원,2014-12-24,5293724564,676632,466,13809,domestic,0,592272,drama,4,3,PG 15,0,12
통증,2011-09-07,5246996000,700272,317,29211,domestic,0,1917958,drama,4,3,PG 15,0,9
널 기다리며,2016-03-10,5234303336,635235,551,33774,domestic,0,635235,thriller,11,3,X_rated,3,3
퍼펙트 게임,2011-12-21,5224000500,695312,396,21284,domestic,0,1391393,drama,4,3,PG 12,1,12
그날의 분위기,2016-01-14,5149571612,653287,592,27186,domestic,0,653287,romance,10,2,PG 15,0,1
내 깡패 같은 애인,2010-05-20,5028520000,688639,265,25806,domestic,0,2450084,comedy,0,2,PG 15,0,5
트롤,2017-02-16,5011161500,675966,622,18387,abroad,1,675966,animation,6,3,G_rated,2,2
신비아파트: 금빛 도깨비와 비밀의 동굴,2018-07-25,5001247250,678091,762,16175,domestic,0,678091,animation,6,3,G_rated,2,7
우는 남자,2014-06-04,4924852800,603495,508,22322,domestic,0,2347992,action,2,2,X_rated,3,6
사냥,2016-06-29,4912658515,645922,696,28862,domestic,0,645922,fear,12,3,X_rated,3,6
고양이: 죽음을 보는 두 개의 눈,2011-07-07,4780502000,672314,304,18972,domestic,0,672314,fear,12,3,PG 15,0,7
열정같은소리하고있네,2015-11-25,4758959902,654102,566,30459,domestic,0,699682,drama,4,2,PG 15,0,11
특종: 량첸살인기,2015-10-22,4754763118,616481,776,31783,domestic,0,1240838,thriller,11,3,PG 15,0,10
서부전선,2015-09-24,4751661400,609063,509,18935,domestic,0,609063,etc,1,2,PG 12,1,9
잭 리처: 네버 고 백,2016-11-30,4638072258,611097,667,23659,abroad,1,697564,action,2,2,PG 15,0,11
마음이2,2010-07-21,4631432000,696382,262,20458,domestic,0,696382,etc,1,3,G_rated,2,7
콰이어트 플레이스,2018-04-12,4580889849,526073,677,30760,abroad,1,526073,thriller,11,3,PG 15,0,4
극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,4579618150,590413,889,20852,domestic,0,613839,animation,6,3,G_rated,2,9
플랜맨,2014-01-09,4528561558,632299,458,20459,domestic,0,632299,comedy,0,2,PG 15,0,1
콜롬비아나,2011-08-31,4514882000,598365,397,25622,abroad,1,1589298,action,2,2,PG 15,0,8
국제수사,2020-09-29,4496603760,537470,1074,41108,domestic,0,460403,action,2,3,PG 15,0,9
극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,4485953140,575362,752,15827,domestic,0,613839,animation,6,2,G_rated,2,1
헝거게임: 판엠의 불꽃,2012-04-05,4478418000,607956,514,24924,abroad,1,971892,fantasy,3,3,PG 15,0,4
더 임파서블,2013-01-17,4445235500,622704,407,19595,abroad,1,3141916,drama,4,3,PG 12,1,1
미쓰GO,2012-06-21,4441859000,611685,440,24851,domestic,0,611685,comedy,0,3,PG 15,0,6
오션스,2010-07-28,4403647500,640632,212,14915,abroad,1,640632,animation,6,3,G_rated,2,7
맨 온 렛지,2012-02-22,4393531500,591841,408,22440,abroad,1,591841,thriller,11,3,PG 15,0,2
피에타,2012-09-06,4355592500,603283,326,23106,domestic,0,603283,drama,4,2,X_rated,3,9
PMC: 더 벙커,2018-12-26,4320591057,492517,893,23116,domestic,0,492517,action,2,2,PG 15,0,12
반가운 살인자,2010-04-08,4285830500,590531,264,29724,domestic,0,590531,comedy,0,6,PG 15,0,4
얼라이드,2017-01-11,4278041179,518886,546,19875,abroad,1,518886,thriller,11,3,PG 15,0,1
레터스 투 줄리엣,2010-10-06,4270689500,582958,283,28683,abroad,1,582958,romance,10,3,PG 12,1,10
마이 웨이,2011-12-21,4181348000,556628,588,22546,domestic,0,861204,drama,4,3,PG 15,0,12
퍼스트 어벤져,2011-07-28,4161976500,514309,362,13941,abroad,1,389859,action,2,5,PG 12,1,7
몬스터,2014-03-13,4138207515,526557,527,25460,domestic,0,845717,action,2,2,PG 12,1,3
헬머니,2015-03-05,4120166972,522929,422,24846,domestic,0,522929,comedy,0,3,X_rated,3,3
백설공주,2012-05-03,4097396000,585473,386,20746,abroad,1,585473,animation,6,3,G_rated,2,5
섀도우 헌터스: 뼈의 도시,2013-09-12,4034176500,571074,374,18273,abroad,1,429176,fantasy,3,3,PG 15,0,9
파파,2012-02-01,4000072000,587291,414,24767,domestic,0,587291,etc,1,3,PG 12,1,2
사이코메트리,2013-03-07,3978495129,534273,429,23487,domestic,0,534273,drama,4,3,X_rated,3,3
7년의 밤,2018-03-28,3969337524,528007,872,26804,domestic,0,6423698,thriller,11,3,PG 15,0,3
트리플 엑스 리턴즈,2017-02-08,3967335095,475309,590,20692,abroad,1,564847,action,2,3,PG 15,0,2
라스트 갓파더,2010-12-29,3953691500,543544,493,8275,domestic,0,543544,comedy,0,3,PG 12,1,12
가려진 시간,2016-11-16,3946462400,510878,884,30404,domestic,0,510878,drama,4,3,PG 12,1,11
침묵,2017-11-02,3930219264,494097,634,23228,domestic,0,494097,drama,4,3,X_rated,3,11
극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,3888539100,550924,509,11765,abroad,1,440824,animation,6,3,G_rated,2,7
챔프,2011-09-07,3850214500,534752,301,19668,domestic,0,4590240,drama,4,3,PG 12,1,9
너는 펫,2011-11-10,3810103000,543313,341,24395,domestic,0,543313,romance,10,2,PG 12,1,11
해어화,2016-04-13,3768200759,485695,572,32322,domestic,0,458502,drama,4,3,PG 15,0,4
명탐정 코난: 순흑의 악몽,2016-08-03,3766157500,508869,447,7983,abroad,1,499714,animation,6,3,PG 12,1,8
순수의 시대,2015-03-05,3740948828,469891,546,23623,domestic,0,469891,drama,4,3,X_rated,3,3
마담 뺑덕,2014-10-02,3728980590,471172,536,21636,domestic,0,471172,romance,10,3,X_rated,3,10
너의 췌장을 먹고 싶어,2017-10-25,3703660800,465265,218,16849,abroad,1,465265,animation,6,2,PG 12,1,10
엔더스 게임,2013-12-31,3695768000,487679,458,18384,abroad,1,487679,sf,7,3,PG 12,1,12
도라에몽 : 스탠 바이 미,2015-02-12,3684756429,503968,432,13063,abroad,1,503968,animation,6,3,G_rated,2,2
카운트다운,2011-09-29,3630557000,471547,341,20958,domestic,0,471547,fear,12,3,PG 15,0,9
슈퍼 에이트,2011-06-16,3622888500,472125,411,21883,abroad,1,1346973,mystery,9,3,PG 12,1,6
빅쇼트,2016-01-21,3622652707,446712,489,17316,abroad,1,1917918,drama,4,3,X_rated,3,1
남자사용설명서,2013-02-14,3606654257,507913,372,17238,domestic,0,592272,romance,10,3,PG 15,0,2
위험한 상견례 2,2015-04-29,3575384754,472693,429,18409,domestic,0,1135495,romance,10,3,PG 15,0,4
불량남녀,2010-11-04,3562190000,483387,338,24441,domestic,0,483387,comedy,0,4,PG 15,0,11
"로봇, 소리",2016-01-27,3519595560,476665,609,25502,domestic,0,476665,drama,4,3,PG 12,1,1
아부의 왕,2012-06-21,3511102500,497880,428,22060,domestic,0,497880,comedy,0,3,PG 15,0,6
강철비,2017-12-14,3494678900,438447,602,13598,domestic,0,2639183,drama,4,3,PG 15,0,12
조선미녀삼총사,2014-01-29,3471341321,480361,388,14031,domestic,0,480361,comedy,0,3,PG 12,1,1
페이스메이커,2012-01-18,3443753000,467697,412,21875,domestic,0,467697,drama,4,3,PG 12,1,1
나를 잊지 말아요,2016-01-07,3398915000,425799,559,19138,domestic,0,425799,romance,10,2,PG 15,0,1
무서운 이야기 2,2013-06-05,3393667500,495522,337,18509,domestic,0,379411,fear,12,3,PG 15,0,6
클라우드 아틀라스,2013-01-09,3385615727,449344,382,13627,abroad,1,449344,sf,7,3,X_rated,3,1
흥부: 글로 세상을 바꾼 자,2018-02-14,3381050200,416303,627,18671,domestic,0,1678389,drama,4,3,PG 12,1,2
락아웃: 익스트림미션,2012-06-14,3373780000,462176,374,22172,abroad,1,462176,sf,7,3,PG 15,0,6
명탐정 코난: 11번째 스트라이커,2012-07-19,3363777000,524914,350,10687,abroad,1,499714,animation,6,3,PG 12,1,7
"협녀, 칼의 기억",2015-08-13,3360045489,431310,572,16099,domestic,0,458502,action,2,3,PG 15,0,8
리얼,2017-06-28,3357312530,470105,970,25139,domestic,0,470105,crime,5,1,X_rated,3,6
적인걸: 측천무후의 비밀,2010-10-06,3342474000,459876,292,23640,abroad,1,459876,mystery,9,3,PG 12,1,10
범블비,2018-12-25,3334865955,394493,766,18199,abroad,1,394493,action,2,2,PG 12,1,12
반드시 잡는다,2017-11-29,3326439772,446780,565,24559,domestic,0,959726,thriller,11,2,PG 15,0,11
닌자터틀,2014-08-28,3321120147,400329,479,15188,abroad,1,400329,action,2,3,PG 12,1,8
원라인,2017-03-29,3319035433,435048,613,20788,domestic,0,435048,crime,5,3,PG 15,0,3
다이버전트,2014-04-16,3297769011,424045,511,21396,abroad,1,353353,action,2,3,PG 12,1,4
명탐정 코난 : 화염의 해바라기,2015-08-05,3296031400,471205,433,8877,abroad,1,499714,animation,6,3,G_rated,2,8
제미니 맨,2019-10-09,3295969230,387342,845,26044,abroad,1,987857,action,2,1,PG 12,1,10
