moviename,openingdate,sales,attendance,screen,playcount,country,country_label,distributor,distributor_label,director,genre,genre_label,actor,filmrank,filmrank_label,openingmonth
그린 존,2010-03-25,4460075000,596403,268,27563,abroad,1,etc_distributor,2,1604184,action,2,2,PG 15,0,3
메카닉: 리크루트,2016-08-31,4458200800,551897,320,17497,abroad,1,etc_distributor,2,551897,action,2,3,PG 15,0,8
타잔 3D,2014-01-09,4452845000,597142,527,12994,abroad,1,etc_distributor,2,448385,animation,6,2,G_rated,2,1
"그날, 바다",2018-04-12,4446000528,540631,643,30376,domestic,0,etc_distributor,2,540631,etc,1,1,PG 15,0,4
더 임파서블,2013-01-17,4445235500,622704,407,19595,abroad,1,major_domestic,0,3141916,drama,4,3,PG 12,1,1
미쓰GO,2012-06-21,4441859000,611685,440,24851,domestic,0,major_domestic,0,611685,comedy,0,3,PG 15,0,6
오션스,2010-07-28,4403647500,640632,212,14915,abroad,1,major_domestic,0,640632,animation,6,3,G_rated,2,7
맨 온 렛지,2012-02-22,4393531500,591841,408,22440,abroad,1,major_domestic,0,591841,thriller,11,3,PG 15,0,2
피에타,2012-09-06,4355592500,603283,326,23106,domestic,0,major_domestic,0,603283,drama,4,2,X_rated,3,9
그레이트 월,2017-02-15,4355441358,501486,598,23094,abroad,1,major_abroad,1,2738003,action,2,3,PG 12,1,2
스텝 업: 올 인,2014-09-03,4337490134,564589,325,15372,abroad,1,etc_distributor,2,564589,drama,4,3,PG 12,1,9
다크 섀도우,2012-05-10,4326459000,582126,394,18978,abroad,1,major_abroad,1,1215268,romance,10,3,PG 15,0,5
PMC: 더 벙커,2018-12-26,4320591057,492517,893,23116,domestic,0,major_domestic,0,492517,action,2,2,PG 15,0,12
인시디어스4: 라스트 키,2018-01-31,4301309864,554521,769,23869,abroad,1,etc_distributor,2,558817,fear,12,3,PG 15,0,1
반가운 살인자,2010-04-08,4285830500,590531,264,29724,domestic,0,major_domestic,0,590531,comedy,0,6,PG 15,0,4
얼라이드,2017-01-11,4278041179,518886,546,19875,abroad,1,major_domestic,0,518886,thriller,11,3,PG 15,0,1
글래스,2019-01-17,4277452982,466475,837,24194,abroad,1,major_abroad,1,1012844,drama,4,3,PG 15,0,1
이층의 악당,2010-11-24,4271750500,596851,379,26998,domestic,0,etc_distributor,2,903270,comedy,0,2,PG 15,0,11
레터스 투 줄리엣,2010-10-06,4270689500,582958,283,28683,abroad,1,major_domestic,0,582958,romance,10,3,PG 12,1,10
루퍼,2012-10-11,4265566000,571922,386,23599,abroad,1,etc_distributor,2,555288,sf,7,3,X_rated,3,10
셰이프 오브 워터: 사랑의 모양,2018-02-22,4218077050,507102,404,20200,abroad,1,etc_distributor,2,507102,drama,4,3,X_rated,3,2
명탐정 코난 : 침묵의 15분,2011-08-03,4212992000,644652,275,12017,abroad,1,etc_distributor,2,499714,animation,6,2,G_rated,2,8
스타 이즈 본,2018-10-09,4197504400,483852,555,25781,abroad,1,major_abroad,1,483852,drama,4,2,PG 15,0,10
퀴즈왕,2010-09-16,4188846000,573001,321,23579,domestic,0,etc_distributor,2,628336,comedy,0,3,PG 15,0,9
마이 웨이,2011-12-21,4181348000,556628,588,22546,domestic,0,major_domestic,0,861204,drama,4,3,PG 15,0,12
퍼스트 어벤져,2011-07-28,4161976500,514309,362,13941,abroad,1,major_domestic,0,389859,action,2,5,PG 12,1,7
거울나라의 앨리스,2016-09-07,4145733267,513202,515,19585,abroad,1,major_abroad,1,513202,adventure,8,3,PG 12,1,9
다이노소어 어드벤처 3D,2013-12-19,4140930000,507164,464,8994,abroad,1,etc_distributor,2,507164,animation,6,3,G_rated,2,12
몬스터,2014-03-13,4138207515,526557,527,25460,domestic,0,major_domestic,0,845717,action,2,2,PG 12,1,3
러브 & 드럭스,2011-01-13,4125733000,527077,284,14250,abroad,1,etc_distributor,2,527077,drama,4,1,G_rated,2,1
헬머니,2015-03-05,4120166972,522929,422,24846,domestic,0,major_domestic,0,522929,comedy,0,3,X_rated,3,3
호두까기 인형과 4개의 왕국,2018-12-06,4120048900,513767,294,14238,abroad,1,major_abroad,1,513767,fantasy,3,3,G_rated,2,12
고스트버스터즈,2016-08-25,4116570075,515553,511,18026,abroad,1,major_abroad,1,515553,thriller,11,3,PG 12,1,8
백설공주,2012-05-03,4097396000,585473,386,20746,abroad,1,major_domestic,0,585473,animation,6,3,G_rated,2,5
곰돌이 푸 다시 만나 행복해,2018-10-03,4093369860,492201,536,21601,abroad,1,major_abroad,1,2864863,adventure,8,3,G_rated,2,10
아이스 에이지: 지구 대충돌,2016-07-20,4092484600,553760,580,13018,abroad,1,etc_distributor,2,553760,animation,6,3,G_rated,2,7
어바웃 타임,2013-12-05,4077030200,536634,282,12323,abroad,1,major_abroad,1,536634,romance,10,2,PG 15,0,12
메리와 마녀의 꽃,2017-12-07,4064280239,535331,751,21383,abroad,1,etc_distributor,2,800649,animation,6,2,G_rated,2,12
마법사의 제자,2010-07-21,4057522000,570775,300,19017,abroad,1,etc_distributor,2,549368,action,2,1,G_rated,2,7
발레리안: 천 개 행성의 도시,2017-08-30,4047756408,511931,629,23405,abroad,1,etc_distributor,2,511931,action,2,2,PG 12,1,8
섀도우 헌터스: 뼈의 도시,2013-09-12,4034176500,571074,374,18273,abroad,1,major_domestic,0,429176,fantasy,3,3,PG 15,0,9
변산,2018-07-04,4016562273,490519,763,27504,domestic,0,etc_distributor,2,1424759,drama,4,2,PG 15,0,7
화이트 하우스 다운,2013-06-27,4015707500,569500,480,19850,abroad,1,major_abroad,1,965055,action,2,3,PG 15,0,6
명탐정 코난: 천공의 난파선,2010-07-21,4002088500,618420,235,11902,abroad,1,etc_distributor,2,504145,animation,6,3,G_rated,2,7
인시디어스: 두번째 집,2013-12-05,4001137000,577748,405,18653,abroad,1,major_abroad,1,1825151,fear,12,3,PG 15,0,12
파파,2012-02-01,4000072000,587291,414,24767,domestic,0,major_domestic,0,587291,etc,1,3,PG 12,1,2
애나벨 집으로,2019-06-26,3993147140,481766,653,16619,abroad,1,major_abroad,1,481766,fear,12,3,PG 15,0,6
사이코메트리,2013-03-07,3978495129,534273,429,23487,domestic,0,major_domestic,0,534273,drama,4,3,X_rated,3,3
7년의 밤,2018-03-28,3969337524,528007,872,26804,domestic,0,major_domestic,0,6423698,thriller,11,3,PG 15,0,3
트리플 엑스 리턴즈,2017-02-08,3967335095,475309,590,20692,abroad,1,major_domestic,0,564847,action,2,3,PG 15,0,2
라스트 갓파더,2010-12-29,3953691500,543544,493,8275,domestic,0,major_domestic,0,543544,comedy,0,3,PG 12,1,12
언노운,2011-02-17,3953681000,522794,186,14849,abroad,1,major_abroad,1,522794,drama,4,1,PG 15,0,2
가려진 시간,2016-11-16,3946462400,510878,884,30404,domestic,0,major_domestic,0,510878,drama,4,3,PG 12,1,11
침묵,2017-11-02,3930219264,494097,634,23228,domestic,0,major_domestic,0,494097,drama,4,3,X_rated,3,11
극장판 요괴워치: 탄생의 비밀이다냥!,2015-07-22,3888539100,550924,509,11765,abroad,1,major_domestic,0,440824,animation,6,3,G_rated,2,7
페르디난드,2018-01-03,3854216500,533776,698,13789,abroad,1,etc_distributor,2,648296,animation,6,1,G_rated,2,1
챔프,2011-09-07,3850214500,534752,301,19668,domestic,0,major_domestic,0,4590240,drama,4,3,PG 12,1,9
47미터 2,2019-08-28,3846315153,501934,649,24027,abroad,1,etc_distributor,2,545989,fear,12,3,PG 15,0,8
애프터 어스,2013-05-30,3831856167,537920,484,19867,abroad,1,major_abroad,1,1012844,sf,7,3,PG 12,1,5
동네사람들,2018-11-07,3818515112,461693,731,23598,domestic,0,etc_distributor,2,461693,action,2,2,PG 15,0,11
너는 펫,2011-11-10,3810103000,543313,341,24395,domestic,0,major_domestic,0,543313,romance,10,2,PG 12,1,11
라이프,2017-04-05,3791748210,459984,647,27762,abroad,1,etc_distributor,2,459984,drama,4,3,PG 15,0,4
퍼시 잭슨과 괴물의 바다,2013-09-12,3791349609,519584,409,17054,abroad,1,etc_distributor,2,519584,adventure,8,3,PG 12,1,9
해어화,2016-04-13,3768200759,485695,572,32322,domestic,0,major_domestic,0,458502,drama,4,3,PG 15,0,4
명탐정 코난: 순흑의 악몽,2016-08-03,3766157500,508869,447,7983,abroad,1,major_domestic,0,499714,animation,6,3,PG 12,1,8
소셜 네트워크,2010-11-18,3744100000,509177,310,18695,abroad,1,etc_distributor,2,476516,drama,4,3,PG 15,0,11
순수의 시대,2015-03-05,3740948828,469891,546,23623,domestic,0,major_domestic,0,469891,drama,4,3,X_rated,3,3
마담 뺑덕,2014-10-02,3728980590,471172,536,21636,domestic,0,major_domestic,0,471172,romance,10,3,X_rated,3,10
원더풀 고스트,2018-09-26,3720931600,450374,351,13999,domestic,0,etc_distributor,2,450374,comedy,0,3,PG 12,1,9
너의 췌장을 먹고 싶어,2017-10-25,3703660800,465265,218,16849,abroad,1,major_domestic,0,465265,animation,6,2,PG 12,1,10
스파이 지니어스,2020-01-22,3699691180,450932,712,22244,abroad,1,major_abroad,1,450932,animation,6,2,G_rated,2,1
엔더스 게임,2013-12-31,3695768000,487679,458,18384,abroad,1,major_domestic,0,487679,sf,7,3,PG 12,1,12
도라에몽 : 스탠 바이 미,2015-02-12,3684756429,503968,432,13063,abroad,1,major_domestic,0,503968,animation,6,3,G_rated,2,2
카 2,2011-07-20,3681072000,465599,379,11690,abroad,1,etc_distributor,2,465599,animation,6,2,G_rated,2,7
그린치,2018-12-19,3675441950,485064,724,10998,abroad,1,major_abroad,1,485064,animation,6,2,G_rated,2,12
먹고 기도하고 사랑하라,2010-09-30,3674965000,500266,324,22299,abroad,1,etc_distributor,2,500266,drama,4,1,PG 15,0,9
이웃사촌,2020-11-25,3647897960,424764,1363,65450,domestic,0,etc_distributor,2,4590240,drama,4,3,PG 12,1,11
노예 12년,2014-02-27,3644423700,498043,326,19373,abroad,1,etc_distributor,2,498043,drama,4,3,PG 15,0,2
그린 북,2019-01-09,3631254060,434899,398,18244,abroad,1,etc_distributor,2,434899,drama,4,2,PG 12,1,1
카운트다운,2011-09-29,3630557000,471547,341,20958,domestic,0,major_domestic,0,471547,fear,12,3,PG 15,0,9
눈의 여왕 2: 트롤의 마법거울,2014-12-24,3623421700,498320,479,6508,abroad,1,etc_distributor,2,432381,animation,6,2,G_rated,2,12
슈퍼 에이트,2011-06-16,3622888500,472125,411,21883,abroad,1,major_domestic,0,1346973,mystery,9,3,PG 12,1,6
빅쇼트,2016-01-21,3622652707,446712,489,17316,abroad,1,major_domestic,0,1917918,drama,4,3,X_rated,3,1
남자사용설명서,2013-02-14,3606654257,507913,372,17238,domestic,0,major_domestic,0,592272,romance,10,3,PG 15,0,2
계춘할망,2016-05-19,3600794348,482516,526,19644,domestic,0,etc_distributor,2,1662172,drama,4,2,PG 15,0,5
카3: 새로운 도전,2017-07-13,3599544501,487916,800,14906,abroad,1,major_abroad,1,487916,animation,6,3,G_rated,2,7
감쪽같은 그녀,2019-12-04,3594862790,469296,761,24843,domestic,0,etc_distributor,2,391624,drama,4,2,G_rated,2,12
온워드: 단 하루의 기적,2020-06-17,3590809620,418084,1138,45697,abroad,1,major_abroad,1,644344,fantasy,3,3,G_rated,2,6
히든 피겨스,2017-03-23,3580767033,449518,448,19742,abroad,1,etc_distributor,2,449518,drama,4,3,PG 12,1,3
위험한 상견례 2,2015-04-29,3575384754,472693,429,18409,domestic,0,major_domestic,0,1135495,romance,10,3,PG 15,0,4
불량남녀,2010-11-04,3562190000,483387,338,24441,domestic,0,major_domestic,0,483387,comedy,0,4,PG 15,0,11
소리도 없이,2020-10-15,3558905900,403424,1084,41127,domestic,0,etc_distributor,2,403424,crime,5,3,PG 15,0,10
버즈 오브 프레이(할리 퀸의 황홀한 해방),2020-02-05,3558359190,402035,963,38319,abroad,1,major_abroad,1,402035,action,2,1,PG 15,0,2
소녀괴담,2014-07-02,3554806054,481696,455,19432,domestic,0,etc_distributor,2,481696,drama,4,2,PG 15,0,7
레드,2010-11-03,3550436000,482053,317,22481,abroad,1,etc_distributor,2,742455,action,2,3,PG 15,0,11
헌츠맨: 윈터스 워,2016-04-13,3544262706,445009,557,25789,abroad,1,major_abroad,1,445009,action,2,3,PG 12,1,4
또 하나의 약속,2014-02-06,3533799400,497613,192,14847,domestic,0,etc_distributor,2,1174004,drama,4,3,PG 12,1,2
"로봇, 소리",2016-01-27,3519595560,476665,609,25502,domestic,0,major_domestic,0,476665,drama,4,3,PG 12,1,1
아부의 왕,2012-06-21,3511102500,497880,428,22060,domestic,0,major_domestic,0,497880,comedy,0,3,PG 15,0,6
밀레니엄 : 여자를 증오한 남자들,2012-01-11,3504237000,443855,321,12005,abroad,1,etc_distributor,2,476516,thriller,11,2,X_rated,3,1
장난스런 키스,2019-03-27,3501463050,428009,532,20458,abroad,1,etc_distributor,2,418773,romance,10,2,PG 12,1,3
강철비,2017-12-14,3494678900,438447,602,13598,domestic,0,major_domestic,0,2639183,drama,4,3,PG 15,0,12
원더 우먼 1984,2020-12-23,3490431460,390986,2260,45347,abroad,1,major_abroad,1,1278193,action,2,3,PG 12,1,12
조선미녀삼총사,2014-01-29,3471341321,480361,388,14031,domestic,0,major_domestic,0,480361,comedy,0,3,PG 12,1,1
페이스메이커,2012-01-18,3443753000,467697,412,21875,domestic,0,major_domestic,0,467697,drama,4,3,PG 12,1,1
해피 데스데이 2 유,2019-02-14,3437809200,412850,657,18254,abroad,1,major_abroad,1,232331,fear,12,3,PG 15,0,2
앨빈과 슈퍼밴드2,2009-12-30,3411479000,511322,244,14053,abroad,1,etc_distributor,2,511322,animation,6,3,G_rated,2,12
나를 잊지 말아요,2016-01-07,3398915000,425799,559,19138,domestic,0,major_domestic,0,425799,romance,10,2,PG 15,0,1
무서운 이야기 2,2013-06-05,3393667500,495522,337,18509,domestic,0,major_domestic,0,379411,fear,12,3,PG 15,0,6
클라우드 아틀라스,2013-01-09,3385615727,449344,382,13627,abroad,1,major_domestic,0,449344,sf,7,3,X_rated,3,1
흥부: 글로 세상을 바꾼 자,2018-02-14,3381050200,416303,627,18671,domestic,0,major_domestic,0,1678389,drama,4,3,PG 12,1,2
락아웃: 익스트림미션,2012-06-14,3373780000,462176,374,22172,abroad,1,major_domestic,0,462176,sf,7,3,PG 15,0,6
킹 아서: 제왕의 검,2017-05-17,3373678655,415714,588,20315,abroad,1,major_abroad,1,512169,action,2,2,PG 12,1,5
명탐정 코난: 11번째 스트라이커,2012-07-19,3363777000,524914,350,10687,abroad,1,major_domestic,0,499714,animation,6,3,PG 12,1,7
"협녀, 칼의 기억",2015-08-13,3360045489,431310,572,16099,domestic,0,major_domestic,0,458502,action,2,3,PG 15,0,8
리얼,2017-06-28,3357312530,470105,970,25139,domestic,0,major_domestic,0,470105,crime,5,1,X_rated,3,6
세 얼간이,2011-08-18,3355257500,459307,232,13197,abroad,1,etc_distributor,2,459307,etc,1,3,PG 15,0,8
적인걸: 측천무후의 비밀,2010-10-06,3342474000,459876,292,23640,abroad,1,major_domestic,0,459876,mystery,9,3,PG 12,1,10
범블비,2018-12-25,3334865955,394493,766,18199,abroad,1,major_domestic,0,394493,action,2,2,PG 12,1,12
반드시 잡는다,2017-11-29,3326439772,446780,565,24559,domestic,0,major_domestic,0,959726,thriller,11,2,PG 15,0,11
닌자터틀,2014-08-28,3321120147,400329,479,15188,abroad,1,major_domestic,0,400329,action,2,3,PG 12,1,8
친정엄마,2010-04-22,3321091000,472009,275,24994,domestic,0,etc_distributor,2,472009,drama,4,2,G_rated,2,4
원라인,2017-03-29,3319035433,435048,613,20788,domestic,0,major_domestic,0,435048,crime,5,3,PG 15,0,3
나의 소녀시대,2016-05-12,3314491150,409537,201,12404,abroad,1,etc_distributor,2,418773,romance,10,3,PG 15,0,5
다이버전트,2014-04-16,3297769011,424045,511,21396,abroad,1,major_domestic,0,353353,action,2,3,PG 12,1,4
명탐정 코난 : 화염의 해바라기,2015-08-05,3296031400,471205,433,8877,abroad,1,major_domestic,0,499714,animation,6,3,G_rated,2,8
제미니 맨,2019-10-09,3295969230,387342,845,26044,abroad,1,major_domestic,0,987857,action,2,1,PG 12,1,10
캐치미,2013-12-18,3293262500,480434,517,16151,domestic,0,major_domestic,0,480434,comedy,0,2,PG 12,1,12
넛잡: 땅콩 도둑들,2014-01-29,3283691800,478993,382,10817,domestic,0,etc_distributor,2,478993,animation,6,3,G_rated,2,1
앨빈과 슈퍼밴드3,2011-12-15,3279645000,496560,327,9584,abroad,1,etc_distributor,2,1360205,animation,6,3,G_rated,2,12
시즌 오브 더 위치: 마녀 호송단,2011-01-13,3277434500,435201,220,14539,abroad,1,major_domestic,0,435201,adventure,8,2,PG 15,0,1
언스토퍼블,2010-11-10,3273318500,452320,297,21495,abroad,1,etc_distributor,2,452320,action,2,2,PG 12,1,11
명탐정 코난:진홍의 연가,2017-08-02,3268917200,450043,582,9763,abroad,1,major_domestic,0,499714,animation,6,3,PG 12,1,8
모비딕,2011-06-09,3264596000,430936,377,19894,domestic,0,major_domestic,0,896785,drama,4,3,PG 15,0,6
무뢰한,2015-05-27,3262207431,414641,482,23660,domestic,0,etc_distributor,2,414641,romance,10,3,X_rated,3,5
식객2 : 김치전쟁,2010-01-28,3243969500,462714,347,22753,domestic,0,major_domestic,0,462714,drama,4,3,G_rated,2,1
좋은 친구들,2014-07-10,3222101031,407228,371,17831,domestic,0,major_domestic,0,407228,crime,5,3,X_rated,3,7
터닝메카드W: 블랙미러의 부활,2017-01-18,3215588500,429933,570,14146,domestic,0,etc_distributor,2,429933,animation,6,3,G_rated,2,1
겨울왕국 2,2019-11-21,3214172730,378728,665,16777,abroad,1,major_abroad,1,5337414,animation,6,2,G_rated,2,11
익스펜더블 2,2012-09-06,3208867228,444434,393,20126,abroad,1,major_domestic,0,444434,action,2,3,PG 15,0,9
파라노말 액티비티,2010-01-13,3207923500,438402,184,17015,abroad,1,major_domestic,0,398427,fear,12,2,PG 15,0,1
어린왕자,2015-12-23,3195586794,428855,494,8384,abroad,1,etc_distributor,2,428855,animation,6,3,G_rated,2,12
아메리칸 메이드,2017-09-14,3175539145,401541,691,26356,abroad,1,major_abroad,1,2550424,crime,5,3,PG 15,0,9
창수,2013-11-28,3146542000,429141,415,19471,domestic,0,etc_distributor,2,429141,etc,1,3,X_rated,3,11
조선마술사,2015-12-30,3143566733,403919,608,13708,domestic,0,major_domestic,0,1520119,drama,4,2,PG 12,1,12
극장판 공룡메카드: 타이니소어의 섬,2019-01-10,3140220420,410132,763,15121,domestic,0,major_domestic,0,613839,animation,6,3,G_rated,2,1
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020-09-29,3129974000,102008,106,4771,domestic,0,etc_distributor,2,102008,etc,1,1,G_rated,2,9
스머프: 비밀의 숲,2017-04-28,3122661000,427764,607,10658,abroad,1,etc_distributor,2,427764,animation,6,3,G_rated,2,4
극장판 포켓몬스터 너로 정했다!,2017-12-21,3117529700,415255,626,7796,abroad,1,etc_distributor,2,276411,adventure,8,2,G_rated,2,12
언더 워터,2016-07-13,3111772391,384789,518,13058,abroad,1,major_abroad,1,246998,thriller,11,3,PG 15,0,7
워리어스 웨이,2010-12-01,3097461500,432072,433,23127,abroad,1,etc_distributor,2,432072,action,2,3,PG 15,0,12
고질라: 킹 오브 몬스터,2019-05-29,3085036318,359041,923,15867,abroad,1,major_abroad,1,359041,action,2,3,PG 12,1,5
주온 : 끝의 시작,2014-07-16,3071127231,410644,394,15339,abroad,1,major_domestic,0,410644,fear,12,2,PG 15,0,7
넛잡 2,2017-10-03,3069388100,411787,526,10449,domestic,0,major_domestic,0,411787,animation,6,3,G_rated,2,10
신이 보낸 사람,2014-02-13,3068195600,424258,285,12684,domestic,0,etc_distributor,2,424258,drama,4,1,PG 15,0,2
러빙 빈센트,2017-11-09,3061456861,384540,272,14651,abroad,1,etc_distributor,2,384540,animation,6,3,PG 15,0,11
에베레스트,2015-09-24,3055119748,332180,331,9343,abroad,1,major_abroad,1,332180,action,2,3,PG 15,0,9
나인,2009-12-31,3046461500,397889,336,16466,abroad,1,etc_distributor,2,397889,drama,4,2,PG 12,1,12
랭고,2011-03-03,3043816000,430001,314,15179,abroad,1,major_domestic,0,408764,animation,6,1,G_rated,2,3
판타스틱 4,2015-08-20,3029310600,399667,451,16241,abroad,1,etc_distributor,2,392032,action,2,3,PG 12,1,8
섹스 앤 더 시티 2,2010-06-10,3022970000,398347,233,14265,abroad,1,major_abroad,1,398347,comedy,0,3,X_rated,3,6
사랑이 무서워,2011-03-10,3020062500,402876,290,21341,domestic,0,major_domestic,0,402876,romance,10,2,PG 15,0,3
명탐정 코난 : 제로의 집행인,2018-08-08,3014920361,396230,542,8770,abroad,1,major_domestic,0,396230,animation,6,3,PG 12,1,8
피터 래빗,2018-05-16,3006258100,388300,599,12522,abroad,1,etc_distributor,2,388300,animation,6,3,G_rated,2,5
노브레싱,2013-10-30,2991824739,451669,584,24912,domestic,0,etc_distributor,2,451669,drama,4,3,PG 15,0,10
익스펜더블,2010-08-19,2973224000,390438,259,15798,abroad,1,etc_distributor,2,1056097,action,2,3,PG 15,0,8
보통사람,2017-03-23,2956397623,383336,621,19928,domestic,0,etc_distributor,2,460403,drama,4,2,PG 15,0,3
두 개의 달,2012-07-12,2949348748,426706,347,16810,domestic,0,major_domestic,0,426706,mystery,9,3,PG 15,0,7
티끌모아 로맨스,2011-11-10,2941601500,423915,323,19288,domestic,0,etc_distributor,2,423915,romance,10,2,PG 15,0,11
점박이 한반도의 공룡2 : 새로운 낙원,2018-12-25,2941541400,375312,672,6495,domestic,0,major_domestic,0,713082,animation,6,3,G_rated,2,12
클로버필드 10번지,2016-04-07,2928428655,357736,575,24680,abroad,1,major_domestic,0,357736,mystery,9,3,PG 15,0,4
그레이의 50가지 그림자,2015-02-26,2918598796,364415,512,19227,abroad,1,major_abroad,1,364415,drama,4,3,X_rated,3,2
나의 독재자,2014-10-30,2906674546,385932,654,24217,domestic,0,major_domestic,0,1174169,drama,4,2,PG 15,0,10
브링 더 소울 : 더 무비,2019-08-07,2902500310,336074,569,10199,domestic,0,major_abroad,1,260925,etc,1,3,G_rated,2,8
뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,2902090600,391760,544,10893,domestic,0,major_domestic,0,661551,animation,6,3,G_rated,2,12
어쌔신 크리드,2017-01-11,2899784921,355913,566,16218,abroad,1,etc_distributor,2,355913,action,2,3,PG 15,0,1
소수의견,2015-06-24,2892681205,383582,398,16273,domestic,0,etc_distributor,2,383582,drama,4,3,PG 15,0,6
오즈 그레이트 앤드 파워풀,2013-03-07,2886185000,350563,425,15582,abroad,1,major_abroad,1,350563,fantasy,3,3,G_rated,2,3
크로니클,2012-03-15,2884776000,384398,324,20957,abroad,1,etc_distributor,2,392032,drama,4,3,PG 15,0,3
대장 김창수,2017-10-19,2879121115,381483,748,21744,domestic,0,etc_distributor,2,1873097,drama,4,2,PG 12,1,10
늑대소년-확장판,2012-12-06,2868180500,414064,278,11436,domestic,0,major_domestic,0,2833113,romance,10,2,PG 15,0,12
컨트롤러,2011-03-03,2862234500,373344,371,18872,abroad,1,major_abroad,1,373344,romance,10,2,PG 12,1,3
천재 강아지 미스터 피바디,2014-04-24,2859791400,385552,533,10520,abroad,1,major_domestic,0,385552,animation,6,3,G_rated,2,4
그녀,2014-05-22,2858143500,350618,168,9980,abroad,1,major_abroad,1,350618,romance,10,3,PG 12,1,5
내 심장을 쏴라,2015-01-28,2856859132,387409,452,20042,domestic,0,etc_distributor,2,387409,drama,4,2,PG 15,0,1
호빗: 다섯 군대 전투,2014-12-17,2840004341,326887,350,7347,abroad,1,major_abroad,1,1682629,fantasy,3,3,PG 12,1,12
스토커,2013-02-28,2829265174,378874,329,15590,abroad,1,etc_distributor,2,378874,thriller,11,1,PG 15,0,2
석조저택 살인사건,2017-05-09,2829106886,353517,539,17925,domestic,0,etc_distributor,2,353517,thriller,11,3,PG 15,0,5
플립,2017-07-12,2828867900,355617,249,13177,abroad,1,etc_distributor,2,355617,romance,10,2,PG 12,1,7
내 이름은 칸,2011-03-24,2821380000,381334,227,15855,abroad,1,etc_distributor,2,381334,drama,4,2,PG 12,1,3
프롬 파리 위드 러브,2010-03-11,2804967500,369394,294,22348,abroad,1,etc_distributor,2,369394,action,2,2,X_rated,3,3
오! 문희,2020-09-02,2802734600,351730,1110,52239,domestic,0,etc_distributor,2,8982706,comedy,0,2,PG 12,1,9
아메리칸 스나이퍼,2015-01-14,2800001438,344766,308,10769,abroad,1,major_abroad,1,485934,action,2,3,X_rated,3,1
그린랜드,2020-09-29,2777724520,325869,779,26421,abroad,1,etc_distributor,2,325869,action,2,2,PG 12,1,9
헬보이,2019-04-10,2777106321,323198,726,26507,abroad,1,etc_distributor,2,323198,action,2,2,X_rated,3,4
덤보,2019-03-27,2775096512,345521,797,17627,abroad,1,major_abroad,1,1215268,etc,1,3,G_rated,2,3
공자 춘추전국시대,2010-02-11,2774370000,371607,236,15346,abroad,1,etc_distributor,2,371607,action,2,3,PG 12,1,2
명탐정 코난 : 이차원의 저격수,2014-08-06,2768375000,398606,299,6834,abroad,1,major_domestic,0,499714,animation,6,2,PG 12,1,8
링컨: 뱀파이어 헌터,2012-08-30,2750911500,344876,337,16372,abroad,1,etc_distributor,2,872588,action,2,3,X_rated,3,8
하이힐,2014-06-03,2750311500,341634,385,16750,domestic,0,major_domestic,0,628336,etc,1,3,X_rated,3,6
론 레인저,2013-07-04,2750149500,387527,401,14155,abroad,1,major_abroad,1,408764,action,2,3,PG 15,0,7
경성학교: 사라진 소녀들,2015-06-18,2749609100,356415,489,18520,domestic,0,major_domestic,0,2710049,mystery,9,3,PG 15,0,6
레드 라이딩 후드,2011-03-17,2728562500,362572,249,20020,abroad,1,major_abroad,1,362572,drama,4,2,PG 15,0,3
커플즈,2011-11-02,2705566500,360045,387,19564,domestic,0,etc_distributor,2,686134,comedy,0,3,PG 15,0,11
눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,2694247700,366442,526,10639,abroad,1,etc_distributor,2,432381,animation,6,3,G_rated,2,1
주피터 어센딩,2015-02-05,2687549879,309842,561,16454,abroad,1,major_abroad,1,309842,sf,7,3,PG 12,1,2
미드나잇 선,2018-06-21,2679300500,326086,472,14847,abroad,1,etc_distributor,2,639978,romance,10,2,PG 12,1,6
번 더 스테이지: 더 무비,2018-11-15,2671391900,315010,243,4714,domestic,0,major_abroad,1,260925,etc,1,3,G_rated,2,11
프렌즈: 몬스터섬의비밀,2011-12-29,2668476500,364732,290,10153,abroad,1,etc_distributor,2,364732,animation,6,3,G_rated,2,12
치외법권,2015-08-27,2664941005,346483,446,15297,domestic,0,etc_distributor,2,346483,action,2,2,PG 15,0,8
트루스 오어 데어,2018-05-22,2647330400,310956,530,17066,abroad,1,major_abroad,1,310956,fear,12,3,PG 15,0,5
캐롤,2016-02-04,2645756616,319357,288,11092,abroad,1,etc_distributor,2,223629,drama,4,3,X_rated,3,2
위자: 저주의 시작,2016-11-09,2637517406,331877,467,15660,abroad,1,major_abroad,1,331877,fear,12,3,PG 12,1,11
아담스 패밀리,2019-11-07,2636891140,329955,802,11242,abroad,1,major_abroad,1,329955,animation,6,3,G_rated,2,11
미드나잇 인 파리,2012-07-05,2633727398,355081,189,9256,abroad,1,etc_distributor,2,221924,comedy,0,3,PG 15,0,7
가디언의 전설,2010-10-28,2613934200,302318,267,14421,abroad,1,major_abroad,1,1631960,animation,6,3,G_rated,2,10
블라인드 사이드,2010-04-15,2613051000,355516,129,12717,abroad,1,major_abroad,1,355516,drama,4,1,PG 12,1,4
극적인 하룻밤,2015-12-03,2610567429,320884,434,18332,domestic,0,etc_distributor,2,320884,romance,10,3,X_rated,3,12
