영화명,개봉일,매출액,관객수,스크린수,상영횟수,국적,배급사
인시디어스: 두번째 집,2013.12.5,4001137000.0,"577,748",405,"18,653",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
파파,2012.2.1,4000072000.0,"587,291",414,"24,767","한국,미국",롯데쇼핑㈜롯데엔터테인먼트
애나벨 집으로,2019.6.26,3993147140.0,"481,766",653,"16,619",미국,워너브러더스 코리아(주)
사이코메트리,2013.3.7,3978495129.0,"534,273",429,"23,487",한국,(주)씨제이이엔엠
7년의 밤,2018.3.28,3969337524.0,"528,007",872,"26,804",한국,(주)씨제이이엔엠
트리플 엑스 리턴즈,2017.2.8,3967335095.0,"475,309",590,"20,692",미국,롯데쇼핑㈜롯데엔터테인먼트
라스트 갓파더,2010.12.29,3953691500.0,"543,544",493,"8,275","한국,미국",CJ ENM
언노운,2011.2.17,3953681000.0,"522,794",186,"14,849",미국,워너브러더스 코리아(주)
가려진 시간,2016.11.16,3946462400.0,"510,878",884,"30,404",한국,(주)쇼박스
침묵,2017.11.2,3930219264.0,"494,097",634,"23,228",한국,(주)씨제이이엔엠
극장판 요괴워치: 탄생의 비밀이다냥!,2015.7.22,3888539100.0,"550,924",509,"11,765",일본,(주)씨제이이엔엠
페르디난드,2018.1.3,3854216500.0,"533,776",698,"13,789",미국,이십세기폭스코리아(주)
챔프,2011.9.7,3850214500.0,"534,752",301,"19,668",한국,(주)쇼박스
47미터 2,2019.8.28,3846315153.0,"501,934",649,"24,027",미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹"
애프터 어스,2013.5.30,3831856167.0,"537,920",484,"19,867",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
동네사람들,2018.11.7,3818515112.0,"461,693",731,"23,598",한국,(주)리틀빅픽쳐스
너는 펫,2011.11.10,3810103000.0,"543,313",341,"24,395",한국,롯데쇼핑㈜롯데엔터테인먼트
라이프,2017.4.5,3791748210.0,"459,984",647,"27,762",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
퍼시 잭슨과 괴물의 바다,2013.9.12,3791349609.0,"519,584",409,"17,054",미국,이십세기폭스코리아(주)
해어화,2016.4.13,3768200759.0,"485,695",572,"32,322",한국,롯데쇼핑㈜롯데엔터테인먼트
명탐정 코난: 순흑의 악몽,2016.8.3,3766157500.0,"508,869",447,"7,983",일본,(주)씨제이이엔엠
소셜 네트워크,2010.11.18,3744100000.0,"509,177",310,"18,695",미국,"워터홀컴퍼니(주),한국소니픽쳐스릴리징브에나비스타영화㈜"
순수의 시대,2015.3.5,3740948828.0,"469,891",546,"23,623",한국,(주)씨제이이엔엠
마담 뺑덕,2014.10.2,3728980590.0,"471,172",536,"21,636",한국,(주)씨제이이엔엠
원더풀 고스트,2018.9.26,3720931600.0,"450,374",351,"13,999",한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
너의 췌장을 먹고 싶어,2017.10.25,3703660800.0,"465,265",218,"16,849",일본,(주)넥스트엔터테인먼트월드(NEW)
스파이 지니어스,2020.1.22,3699691180.0,"450,932",712,"22,244",미국,월트디즈니컴퍼니코리아 유한책임회사
엔더스 게임,2013.12.31,3695768000.0,"487,679",458,"18,384",미국,롯데쇼핑㈜롯데엔터테인먼트
도라에몽 : 스탠 바이 미,2015.2.12,3684756429.0,"503,968",432,"13,063",일본,(주)넥스트엔터테인먼트월드(NEW)
카 2,2011.7.20,3681072000.0,"465,599",379,"11,690",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
그린치,2018.12.19,3675441950.0,"485,064",724,"10,998",미국,유니버설픽쳐스인터내셔널 코리아(유)
먹고 기도하고 사랑하라,2010.9.30,3674965000.0,"500,266",324,"22,299",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
이웃사촌,2020.11.25,3647897960.0,"424,764","1,363","65,450",한국,"(주)리틀빅픽쳐스,(주)트리니티픽쳐스"
노예 12년,2014.2.27,3644423700.0,"498,043",326,"19,373","미국,영국","판씨네마(주),(주)프레인글로벌"
그린 북,2019.1.9,3631254060.0,"434,899",398,"18,244",미국,CGV아트하우스
카운트다운,2011.9.29,3630557000.0,"471,547",341,"20,958",한국,"(주)싸이더스,(주)넥스트엔터테인먼트월드(NEW)"
눈의 여왕 2: 트롤의 마법거울,2014.12.24,3623421700.0,"498,320",479,"6,508",러시아,씨네그루(주)다우기술
슈퍼 에이트,2011.6.16,3622888500.0,"472,125",411,"21,883",미국,(주)씨제이이엔엠
빅쇼트,2016.1.21,3622652707.0,"446,712",489,"17,316",미국,롯데쇼핑㈜롯데엔터테인먼트
남자사용설명서,2013.2.14,3606654257.0,"507,913",372,"17,238",한국,(주)쇼박스
계춘할망,2016.5.19,3600794348.0,"482,516",526,"19,644",한국,(주)콘텐츠 난다긴다
카3: 새로운 도전,2017.7.13,3599544501.0,"487,916",800,"14,906",미국,월트디즈니컴퍼니코리아 유한책임회사
감쪽같은 그녀,2019.12.4,3594862790.0,"469,296",761,"24,843",한국,메가박스중앙(주)플러스엠
온워드: 단 하루의 기적,2020.6.17,3590809620.0,"418,084","1,138","45,697",미국,월트디즈니컴퍼니코리아 유한책임회사
히든 피겨스,2017.3.23,3580767033.0,"449,518",448,"19,742",미국,이십세기폭스코리아(주)
위험한 상견례 2,2015.4.29,3575384754.0,"472,693",429,"18,409",한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트"
불량남녀,2010.11.4,3562190000.0,"483,387",338,"24,441",한국,(주)쇼박스
소리도 없이,2020.10.15,3558905900.0,"403,424","1,084","41,127",한국,(주)에이스메이커무비웍스
버즈 오브 프레이(할리 퀸의 황홀한 해방),2020.2.5,3558359190.0,"402,035",963,"38,319",미국,워너브러더스 코리아(주)
소녀괴담,2014.7.2,3554806054.0,"481,696",455,"19,432",한국,(주)리틀빅픽쳐스
레드,2010.11.3,3550436000.0,"482,053",317,"22,481","미국,캐나다",(주)화앤담이엔티
헌츠맨: 윈터스 워,2016.4.13,3544262706.0,"445,009",557,"25,789",미국,유니버설픽쳐스인터내셔널 코리아(유)
또 하나의 약속,2014.2.6,3533799400.0,"497,613",192,"14,847",한국,영화사올(주)
"로봇, 소리",2016.1.27,3519595560.0,"476,665",609,"25,502",한국,롯데쇼핑㈜롯데엔터테인먼트
아부의 왕,2012.6.21,3511102500.0,"497,880",428,"22,060",한국,롯데쇼핑㈜롯데엔터테인먼트
밀레니엄 : 여자를 증오한 남자들,2012.1.11,3504237000.0,"443,855",321,"12,005","미국,스웨덴,영국,독일",한국소니픽쳐스릴리징브에나비스타영화㈜
장난스런 키스,2019.3.27,3501463050.0,"428,009",532,"20,458",대만,"오드,(주)홈초이스"
강철비,2017.12.14,3494678900.0,"438,447",602,"13,598",한국,(주)넥스트엔터테인먼트월드(NEW)
원더 우먼 1984,2020.12.23,3490431460.0,"390,986","2,260","45,347",미국,워너브러더스 코리아(주)
조선미녀삼총사,2014.1.29,3471341321.0,"480,361",388,"14,031",한국,(주)쇼박스
오피스,2015.9.3,3460460230.0,"441,208",425,"18,575",한국,(주)리틀빅픽쳐스
페이스메이커,2012.1.18,3443753000.0,"467,697",412,"21,875",한국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트"
해피 데스데이 2 유,2019.2.14,3437809200.0,"412,850",657,"18,254",미국,유니버설픽쳐스인터내셔널 코리아(유)
앨빈과 슈퍼밴드2,2009.12.30,3411479000.0,"511,322",244,"14,053",미국,이십세기폭스코리아(주)
나를 잊지 말아요,2016.1.7,3398915000.0,"425,799",559,"19,138",한국,(주)씨제이이엔엠
무서운 이야기 2,2013.6.5,3393667500.0,"495,522",337,"18,509",한국,롯데쇼핑㈜롯데엔터테인먼트
클라우드 아틀라스,2013.1.9,3385615727.0,"449,344",382,"13,627","미국,독일",(주)넥스트엔터테인먼트월드(NEW)
트론: 새로운 시작,2010.12.29,3382216700.0,"306,012",371,"10,005",미국,한국소니픽쳐스릴리징브에나비스타영화㈜
흥부: 글로 세상을 바꾼 자,2018.2.14,3381050200.0,"416,303",627,"18,671",한국,롯데쇼핑㈜롯데엔터테인먼트
락아웃: 익스트림미션,2012.6.14,3373780000.0,"462,176",374,"22,172","미국,프랑스",롯데쇼핑㈜롯데엔터테인먼트
킹 아서: 제왕의 검,2017.5.17,3373678655.0,"415,714",588,"20,315","영국,호주,미국",워너브러더스 코리아(주)
명탐정 코난: 11번째 스트라이커,2012.7.19,3363777000.0,"524,914",350,"10,687",일본,(주)씨제이이엔엠
"협녀, 칼의 기억",2015.8.13,3360045489.0,"431,310",572,"16,099",한국,롯데쇼핑㈜롯데엔터테인먼트
리얼,2017.6.28,3357312530.0,"470,105",970,"25,139",한국,(주)씨제이이엔엠
세 얼간이,2011.8.18,3355257500.0,"459,307",232,"13,197",인도,필라멘트픽쳐스
적인걸: 측천무후의 비밀,2010.10.6,3342474000.0,"459,876",292,"23,640","중국,홍콩",롯데쇼핑㈜롯데엔터테인먼트
범블비,2018.12.25,3334865955.0,"394,493",766,"18,199",미국,롯데컬처웍스(주)롯데엔터테인먼트
반드시 잡는다,2017.11.29,3326439772.0,"446,780",565,"24,559",한국,(주)넥스트엔터테인먼트월드(NEW)
닌자터틀,2014.8.28,3321120147.0,"400,329",479,"15,188",미국,(주)씨제이이엔엠
친정엄마,2010.4.22,3321091000.0,"472,009",275,"24,994",한국,(주)싸이더스
원라인,2017.3.29,3319035433.0,"435,048",613,"20,788",한국,(주)넥스트엔터테인먼트월드(NEW)
나의 소녀시대,2016.5.12,3314491150.0,"409,537",201,"12,404",대만,오드
다이버전트,2014.4.16,3297769011.0,"424,045",511,"21,396",미국,롯데쇼핑㈜롯데엔터테인먼트
명탐정 코난 : 화염의 해바라기,2015.8.5,3296031400.0,"471,205",433,"8,877",일본,(주)씨제이이엔엠
제미니 맨,2019.10.9,3295969230.0,"387,342",845,"26,044",미국,롯데컬처웍스(주)롯데엔터테인먼트
캐치미,2013.12.18,3293262500.0,"480,434",517,"16,151",한국,롯데쇼핑㈜롯데엔터테인먼트
넛잡: 땅콩 도둑들,2014.1.29,3283691800.0,"478,993",382,"10,817","한국,캐나다,미국",(주)싸이더스
앨빈과 슈퍼밴드3,2011.12.15,3279645000.0,"496,560",327,"9,584",미국,이십세기폭스코리아(주)
시즌 오브 더 위치: 마녀 호송단,2011.1.13,3277434500.0,"435,201",220,"14,539",미국,(주)넥스트엔터테인먼트월드(NEW)
언스토퍼블,2010.11.10,3273318500.0,"452,320",297,"21,495",미국,이십세기폭스코리아(주)
명탐정 코난:진홍의 연가,2017.8.2,3268917200.0,"450,043",582,"9,763",일본,(주)씨제이이엔엠
모비딕,2011.6.9,3264596000.0,"430,936",377,"19,894",한국,(주)쇼박스
무뢰한,2015.5.27,3262207431.0,"414,641",482,"23,660",한국,CGV아트하우스
식객2 : 김치전쟁,2010.1.28,3243969500.0,"462,714",347,"22,753",한국,롯데쇼핑㈜롯데엔터테인먼트
좋은 친구들,2014.7.10,3222101031.0,"407,228",371,"17,831",한국,(주)씨제이이엔엠
터닝메카드W: 블랙미러의 부활,2017.1.18,3215588500.0,"429,933",570,"14,146",한국,(주)키다리이엔티
겨울왕국 2,2019.11.21,3214172730.0,"378,728",665,"16,777",미국,월트디즈니컴퍼니코리아 유한책임회사
러브 유어셀프 인 서울,2019.1.26,3209682900.0,"342,366",224,"4,535",한국,씨제이 씨지브이(CJ CGV)(주)
익스펜더블 2,2012.9.6,3208867228.0,"444,434",393,"20,126",미국,롯데쇼핑㈜롯데엔터테인먼트
파라노말 액티비티,2010.1.13,3207923500.0,"438,402",184,"17,015",미국,(주)넥스트엔터테인먼트월드(NEW)
어린왕자,2015.12.23,3195586794.0,"428,855",494,"8,384",프랑스,씨네그루(주)다우기술
아메리칸 메이드,2017.9.14,3175539145.0,"401,541",691,"26,356",미국,유니버설픽쳐스인터내셔널 코리아(유)
창수,2013.11.28,3146542000.0,"429,141",415,"19,471",한국,"(주)마인스 엔터테인먼트,(주)박수엔터테인먼트"
조선마술사,2015.12.30,3143566733.0,"403,919",608,"13,708",한국,롯데쇼핑㈜롯데엔터테인먼트
극장판 공룡메카드: 타이니소어의 섬,2019.1.10,3140220420.0,"410,132",763,"15,121",한국,(주)넥스트엔터테인먼트월드(NEW)
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",2020.9.29,3129974000.0,"102,008",106,"4,771",한국,씨제이포디플렉스 주식회사
스머프: 비밀의 숲,2017.4.28,3122661000.0,"427,764",607,"10,658",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
극장판 포켓몬스터 너로 정했다!,2017.12.21,3117529700.0,"415,255",626,"7,796",일본,(주)이수C&E
언더 워터,2016.7.13,3111772391.0,"384,789",518,"13,058",미국,유니버설픽쳐스인터내셔널 코리아(유)
워리어스 웨이,2010.12.1,3097461500.0,"432,072",433,"23,127",미국,에스케이텔레콤(주)
고질라: 킹 오브 몬스터,2019.5.29,3085036318.0,"359,041",923,"15,867",미국,워너브러더스 코리아(주)
주온 : 끝의 시작,2014.7.16,3071127231.0,"410,644",394,"15,339",일본,(주)넥스트엔터테인먼트월드(NEW)
넛잡 2,2017.10.3,3069388100.0,"411,787",526,"10,449","한국,캐나다,중국",롯데쇼핑㈜롯데엔터테인먼트
신이 보낸 사람,2014.2.13,3068195600.0,"424,258",285,"12,684",한국,"주식회사 마운틴픽쳐스,(주)마인스 엔터테인먼트"
러빙 빈센트,2017.11.9,3061456861.0,"384,540",272,"14,651","영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)"
에베레스트,2015.9.24,3055119748.0,"332,180",331,"9,343","미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
나인,2009.12.31,3046461500.0,"397,889",336,"16,466","미국,이탈리아",(주)시너지하우스 (시너지)
랭고,2011.3.3,3043816000.0,"430,001",314,"15,179",미국,(주)씨제이이엔엠
판타스틱 4,2015.8.20,3029310600.0,"399,667",451,"16,241",미국,이십세기폭스코리아(주)
섹스 앤 더 시티 2,2010.6.10,3022970000.0,"398,347",233,"14,265",미국,워너브러더스 코리아(주)
사랑이 무서워,2011.3.10,3020062500.0,"402,876",290,"21,341",한국,롯데쇼핑㈜롯데엔터테인먼트
명탐정 코난 : 제로의 집행인,2018.8.8,3014920361.0,"396,230",542,"8,770",일본,(주)씨제이이엔엠
피터 래빗,2018.5.16,3006258100.0,"388,300",599,"12,522","미국,영국,호주",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
썬더와 마법저택,2013.12.24,3004330500.0,"444,848",396,"9,501",벨기에,(주)씨제이이엔엠
노브레싱,2013.10.30,2991824739.0,"451,669",584,"24,912","한국,필리핀",(주)나이너스엔터테인먼트
익스펜더블,2010.8.19,2973224000.0,"390,438",259,"15,798",미국,(주)싸이더스
보통사람,2017.3.23,2956397623.0,"383,336",621,"19,928",한국,오퍼스픽쳐스(유)
두 개의 달,2012.7.12,2949348748.0,"426,706",347,"16,810",한국,롯데쇼핑㈜롯데엔터테인먼트
티끌모아 로맨스,2011.11.10,2941601500.0,"423,915",323,"19,288",한국,필라멘트픽쳐스
점박이 한반도의 공룡2 : 새로운 낙원,2018.12.25,2941541400.0,"375,312",672,"6,495",한국,(주)넥스트엔터테인먼트월드(NEW)
클로버필드 10번지,2016.4.7,2928428655.0,"357,736",575,"24,680",미국,롯데쇼핑㈜롯데엔터테인먼트
그레이의 50가지 그림자,2015.2.26,2918598796.0,"364,415",512,"19,227",미국,유니버설픽쳐스인터내셔널 코리아(유)
나의 독재자,2014.10.30,2906674546.0,"385,932",654,"24,217",한국,롯데쇼핑㈜롯데엔터테인먼트
브링 더 소울 : 더 무비,2019.8.7,2902500310.0,"336,074",569,"10,199",한국,"CGV ICECON,월트디즈니컴퍼니코리아 유한책임회사"
뽀로로 극장판 컴퓨터 왕국 대모험,2015.12.10,2902090600.0,"391,760",544,"10,893",한국,(주)넥스트엔터테인먼트월드(NEW)
어쌔신 크리드,2017.1.11,2899784921.0,"355,913",566,"16,218","미국,영국,프랑스",이십세기폭스코리아(주)
소수의견,2015.6.24,2892681205.0,"383,582",398,"16,273",한국,(주)시네마서비스
오즈 그레이트 앤드 파워풀,2013.3.7,2886185000.0,"350,563",425,"15,582",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
크로니클,2012.3.15,2884776000.0,"384,398",324,"20,957",미국,이십세기폭스코리아(주)
대장 김창수,2017.10.19,2879121115.0,"381,483",748,"21,744",한국,"(주)키다리이엔티,주식회사 키위컴퍼니"
늑대소년-확장판,2012.12.6,2868180500.0,"414,064",278,"11,436",한국,(주)씨제이이엔엠
컨트롤러,2011.3.3,2862234500.0,"373,344",371,"18,872",미국,유니버설픽쳐스인터내셔널 코리아(유)
천재 강아지 미스터 피바디,2014.4.24,2859791400.0,"385,552",533,"10,520",미국,(주)씨제이이엔엠
그녀,2014.5.22,2858143500.0,"350,618",168,"9,980",미국,"주식회사 더쿱,유니버설픽쳐스인터내셔널 코리아(유)"
내 심장을 쏴라,2015.1.28,2856859132.0,"387,409",452,"20,042",한국,"(주)리틀빅픽쳐스,(주)이수C&E"
호빗: 다섯 군대 전투,2014.12.17,2840004341.0,"326,887",350,"7,347","미국,뉴질랜드",워너브러더스 코리아(주)
스토커,2013.2.28,2829265174.0,"378,874",329,"15,590",미국,이십세기폭스코리아(주)
석조저택 살인사건,2017.5.9,2829106886.0,"353,517",539,"17,925",한국,(주)키다리이엔티
플립,2017.7.12,2828867900.0,"355,617",249,"13,177",미국,(주)팝엔터테인먼트
내 이름은 칸,2011.3.24,2821380000.0,"381,334",227,"15,855",인도,필라멘트픽쳐스
프롬 파리 위드 러브,2010.3.11,2804967500.0,"369,394",294,"22,348",프랑스,㈜케이디미디어
오! 문희,2020.9.2,2802734600.0,"351,730","1,110","52,239",한국,CGV아트하우스
아메리칸 스나이퍼,2015.1.14,2800001438.0,"344,766",308,"10,769",미국,워너브러더스 코리아(주)
그린랜드,2020.9.29,2777724520.0,"325,869",779,"26,421",미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
헬보이,2019.4.10,2777106321.0,"323,198",726,"26,507",미국,메가박스중앙(주)플러스엠
덤보,2019.3.27,2775096512.0,"345,521",797,"17,627",미국,월트디즈니컴퍼니코리아 유한책임회사
공자 춘추전국시대,2010.2.11,2774370000.0,"371,607",236,"15,346",중국,(주)시너지하우스 (시너지)
명탐정 코난 : 이차원의 저격수,2014.8.6,2768375000.0,"398,606",299,"6,834",일본,(주)씨제이이엔엠
링컨: 뱀파이어 헌터,2012.8.30,2750911500.0,"344,876",337,"16,372",미국,이십세기폭스코리아(주)
하이힐,2014.6.3,2750311500.0,"341,634",385,"16,750",한국,롯데쇼핑㈜롯데엔터테인먼트
론 레인저,2013.7.4,2750149500.0,"387,527",401,"14,155",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
경성학교: 사라진 소녀들,2015.6.18,2749609100.0,"356,415",489,"18,520",한국,롯데쇼핑㈜롯데엔터테인먼트
레드 라이딩 후드,2011.3.17,2728562500.0,"362,572",249,"20,020","미국,캐나다",워너브러더스 코리아(주)
커플즈,2011.11.2,2705566500.0,"360,045",387,"19,564",한국,(주)싸이더스
눈의 여왕 3: 눈과 불의 마법대결,2017.1.4,2694247700.0,"366,442",526,"10,639",러시아,(주)이수C&E
홈,2015.5.21,2693335391.0,"360,742",532,"10,484",미국,(주)씨제이이엔엠
주피터 어센딩,2015.2.5,2687549879.0,"309,842",561,"16,454",미국,워너브러더스 코리아(주)
미드나잇 선,2018.6.21,2679300500.0,"326,086",472,"14,847",미국,"(주)삼백상회,(주)키다리이엔티"
번 더 스테이지: 더 무비,2018.11.15,2671391900.0,"315,010",243,"4,714",한국,월트디즈니컴퍼니코리아 유한책임회사
프렌즈: 몬스터섬의비밀,2011.12.29,2668476500.0,"364,732",290,"10,153",일본,"(주)스마일이엔티,(주)에스비에스콘텐츠허브"
치외법권,2015.8.27,2664941005.0,"346,483",446,"15,297",한국,판씨네마(주)
트루스 오어 데어,2018.5.22,2647330400.0,"310,956",530,"17,066",미국,유니버설픽쳐스인터내셔널 코리아(유)
캐롤,2016.2.4,2645756616.0,"319,357",288,"11,092","미국,영국",CGV아트하우스
위자: 저주의 시작,2016.11.9,2637517406.0,"331,877",467,"15,660",미국,유니버설픽쳐스인터내셔널 코리아(유)
아담스 패밀리,2019.11.7,2636891140.0,"329,955",802,"11,242","미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유)
미드나잇 인 파리,2012.7.5,2633727398.0,"355,081",189,"9,256","미국,스페인","(주)디스테이션,(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트"
가디언의 전설,2010.10.28,2613934200.0,"302,318",267,"14,421","미국,호주",워너브러더스 코리아(주)
블라인드 사이드,2010.4.15,2613051000.0,"355,516",129,"12,717",미국,워너브러더스 코리아(주)
극적인 하룻밤,2015.12.3,2610567429.0,"320,884",434,"18,332",한국,CGV아트하우스
아스트로 보이-아톰의 귀환,2010.1.13,2585585500.0,"393,433",278,"15,793",미국,㈜케이디미디어
이터널 선샤인,2005.11.10,2581017592.0,"315,447",108,"8,891",미국,"(주)노바미디어,코리아픽쳐스(주)"
예스터데이,2019.9.18,2580213100.0,"306,332",816,"23,340","미국,영국",유니버설픽쳐스인터내셔널 코리아(유)
파라노말 액티비티 2,2010.10.21,2575677000.0,"358,453",196,"13,647",미국,CJ ENM
런,2020.11.20,2560441600.0,"278,819",799,"38,957",미국,(주)올스타엔터테인먼트
패딩턴 2,2018.2.8,2555480200.0,"339,014",629,"14,455","프랑스,영국",(주)이수C&E
허스토리,2018.6.27,2521025949.0,"336,822",696,"20,406",한국,(주)넥스트엔터테인먼트월드(NEW)
미성년,2019.4.11,2494615950.0,"293,352",673,"27,314",한국,(주)쇼박스
극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016.7.20,2467275080.0,"330,725",403,"6,607",일본,(주)씨제이이엔엠
명탐정 코난 : 수평선상의 음모,2013.8.7,2465123000.0,"389,871",316,"8,196",일본,(주)씨제이이엔엠
스폰지밥 3D,2015.2.18,2458946200.0,"325,016",357,"8,415",미국,(주)씨제이이엔엠
무서운 이야기,2012.7.25,2452368566.0,"331,760",274,"10,268",한국,롯데쇼핑㈜롯데엔터테인먼트
링컨 차를 타는 변호사,2011.6.16,2443603500.0,"327,612",241,"12,383",미국,씨너스엔터테인먼트(주)
위대한 소원,2016.4.21,2440004213.0,"308,398",524,"22,769",한국,(주)넥스트엔터테인먼트월드(NEW)
아기배달부 스토크,2016.12.7,2436955700.0,"322,354",538,"9,388",미국,워너브러더스 코리아(주)
숲속으로,2014.12.24,2409562888.0,"317,406",356,"7,709",미국,월트디즈니컴퍼니코리아(주)
레드카펫,2014.10.23,2405669580.0,"316,953",385,"17,696",한국,(주)프레인글로벌
스포트라이트,2016.2.24,2402036255.0,"299,878",320,"13,482",미국,(주)팝엔터테인먼트
잭 라이언 : 코드네임 쉐도우,2014.1.16,2395391500.0,"327,589",419,"12,908","미국,러시아",(주)씨제이이엔엠
선 오브 갓,2014.4.10,2393896300.0,"329,252",419,"15,313",미국,(주)프레인글로벌
미녀와 야수,2014.6.18,2393617300.0,"316,332",387,"15,414",프랑스,(주)넥스트엔터테인먼트월드(NEW)
덕구,2018.4.5,2389041700.0,"315,663",544,"19,006",한국,메가박스중앙(주)플러스엠
킬러스,2010.9.2,2386700000.0,"322,888",282,"17,930",미국,(주)넥스트엔터테인먼트월드(NEW)
맨발의 꿈,2010.6.24,2372787500.0,"331,945",332,"17,790","한국,인도네시아,일본",(주)쇼박스
파이널 데스티네이션5,2011.9.8,2370348500.0,"257,193",168,"9,325",미국,워너브러더스 코리아(주)
남영동1985,2012.11.22,2358477601.0,"332,597",310,"15,679",한국,"씨너스엔터테인먼트(주),(주)엣나인필름"
짱구는 못말려 극장판 : 초시공! 태풍을 부르는 나의 신부,2011.5.5,2357563000.0,"351,742",306,"7,013",일본,(주)씨제이이엔엠
해리포터와 마법사의 돌,2001.12.13,2349913000.0,"267,950",33,"3,929",미국,워너브러더스 코리아(주)
뮨: 달의 요정,2015.9.24,2333203700.0,"319,384",365,"6,895",프랑스,"(주)스마일이엔티,씨네그루(주)다우기술"
기방도령,2019.7.10,2330230190.0,"287,053",625,"16,652",한국,판씨네마(주)
모털 엔진,2018.12.5,2324362119.0,"267,896",661,"15,454",미국,유니버설픽쳐스인터내셔널 코리아(유)
포인트 브레이크,2016.1.7,2323707051.0,"294,320",409,"12,111",미국,"(주)시네마서비스,(주)나이너스엔터테인먼트"
마이 블랙 미니드레스,2011.3.24,2318884500.0,"313,953",325,"20,166",한국,(주)씨제이이엔엠
배심원들,2019.5.15,2306806090.0,"288,579",784,"20,271",한국,CGV아트하우스
세상에서 가장 아름다운 이별,2011.4.20,2296840000.0,"316,990",340,"17,456",한국,(주)넥스트엔터테인먼트월드(NEW)
늑대아이,2012.9.13,2296193261.0,"332,702",226,"10,768",일본,(주)미디어데이
런 올 나이트,2015.3.19,2293671495.0,"289,534",411,"15,865",미국,워너브러더스 코리아(주)
커뮤터,2018.1.24,2286690955.0,"286,062",575,"16,145","영국,미국",메가박스중앙(주)플러스엠
원스 어폰 어 타임... 인 할리우드,2019.9.25,2269807670.0,"277,319",678,"15,147",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
혼숨,2016.10.26,2258422445.0,"288,016",498,"14,510",한국,(주)프레인글로벌
악질경찰,2019.3.20,2256615278.0,"262,233",833,"22,785",한국,워너브러더스 코리아(주)
음치 클리닉,2012.11.29,2248238000.0,"338,168",360,"16,243",한국,롯데쇼핑㈜롯데엔터테인먼트
미나문방구,2013.5.16,2247017000.0,"334,323",385,"16,653",한국,롯데쇼핑㈜롯데엔터테인먼트
비행기 2: 소방구조대,2014.8.13,2246970700.0,"311,456",341,"6,562",미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
도리화가,2015.11.25,2246950339.0,"317,505",563,"19,168",한국,(주)씨제이이엔엠
패딩턴,2015.1.7,2246438729.0,"305,102",408,"9,738","영국,프랑스,캐나다",롯데쇼핑㈜롯데엔터테인먼트
대한민국 1%,2010.5.5,2244690500.0,"440,372",286,"20,352",한국,롯데쇼핑㈜롯데엔터테인먼트
검우강호,2010.10.14,2242810500.0,"312,283",344,"20,571","홍콩,중국,미국",(주)에스비에스콘텐츠허브
"러브, 로지",2014.12.10,2223782646.0,"292,177",379,"11,935","영국,독일",(주)넥스트엔터테인먼트월드(NEW)
구스범스,2016.1.14,2221639712.0,"297,356",515,"13,477",미국,유니버설픽쳐스인터내셔널 코리아(유)
차이니즈 조디악,2013.2.27,2211711500.0,"315,305",300,"13,432",중국,롯데쇼핑㈜롯데엔터테인먼트
후드,2018.11.28,2203434149.0,"284,601",628,"14,338",미국,(주)이수C&E
천로역정: 천국을 찾아서,2019.6.13,2202838010.0,"296,588",381,"8,329",미국,"(재)CBS,주식회사 마운틴픽쳐스"
오즈의 마법사: 돌아온 도로시,2015.2.12,2176416000.0,"298,482",330,"7,787",미국,(주)박수엔터테인먼트
프랑켄슈타인: 불멸의 영웅,2014.2.6,2175466123.0,"299,205",378,"12,113","미국,호주",(주)쇼박스
인서전트,2015.3.25,2158449889.0,"282,662",480,"18,214",미국,롯데쇼핑㈜롯데엔터테인먼트
로렉스,2012.5.3,2153198000.0,"298,780",463,"7,843",미국,유니버설픽쳐스인터내셔널 코리아(유)
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018.12.19,2148708050.0,"277,206",489,"5,329",일본,(주)씨제이이엔엠
내가 죽던 날,2020.11.12,2135396020.0,"233,112",909,"29,390",한국,워너브러더스 코리아(주)
