영화명,개봉일,매출액,관객수,스크린수,상영횟수,대표국적,배급사
원더 우먼,2017.5.31,"17,468,588,886","2,165,401","1,034","57,818",미국,워너브러더스 코리아(주)
겟 아웃,2017.5.17,"17,431,830,075","2,138,174",945,"56,530",미국,유니버설픽쳐스인터내셔널 코리아(유)
혹성탈출: 종의 전쟁,2017.8.15,"16,854,482,778","2,051,315","1,017","44,543",미국,이십세기폭스코리아(주)
1987,2017.12.27,"15,254,004,037","1,942,077","1,299","27,619",한국,(주)씨제이이엔엠
애나벨 : 인형의 주인,2017.8.10,"15,527,492,238","1,934,270","1,006","35,103",미국,워너브러더스 코리아(주)
노무현입니다,2017.5.25,"14,556,517,612","1,855,149",775,"61,327",한국,"CGV아트하우스,영화사 풀"
저스티스 리그,2017.11.15,"14,629,677,795","1,786,383","1,308","73,390",미국,워너브러더스 코리아(주)
킬러의 보디가드,2017.8.30,"14,020,395,800","1,721,757",482,"42,002",미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
콩: 스컬 아일랜드,2017.3.8,"13,990,563,383","1,689,717",984,"56,425",미국,워너브러더스 코리아(주)
23 아이덴티티,2017.2.22,"13,609,648,135","1,675,819",952,"44,104",미국,유니버설픽쳐스인터내셔널 코리아(유)
임금님의 사건수첩,2017.4.26,"12,651,193,723","1,635,003","1,054","53,005",한국,(주)씨제이이엔엠
부라더,2017.11.2,"11,783,109,998","1,492,903",889,"54,975",한국,메가박스중앙(주)플러스엠
기억의 밤,2017.11.29,"10,646,654,660","1,386,611",759,"52,847",한국,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니"
해피 데스데이,2017.11.8,"11,004,455,402","1,382,650",714,"52,101",미국,유니버설픽쳐스인터내셔널 코리아(유)
브이아이피,2017.8.23,"10,956,621,835","1,373,316",996,"44,650",한국,워너브러더스 코리아(주)
특별시민,2017.4.26,"10,494,768,945","1,362,634","1,154","46,377",한국,(주)쇼박스
에이리언: 커버넌트,2017.5.9,"10,745,826,264","1,307,226",841,"41,761",미국,이십세기폭스코리아(주)
장산범,2017.8.17,"10,341,783,083","1,306,438",711,"34,768",한국,(주)넥스트엔터테인먼트월드(NEW)
악녀,2017.6.8,"9,739,662,144","1,208,081",685,"46,070",한국,(주)넥스트엔터테인먼트월드(NEW)
해빙,2017.3.1,"9,905,406,822","1,204,600",915,"46,227",한국,롯데쇼핑㈜롯데엔터테인먼트
하루,2017.6.15,"9,072,737,842","1,129,609",781,"45,808",한국,CGV아트하우스
지오스톰,2017.10.19,"8,480,864,614","1,028,384",854,"35,453",미국,워너브러더스 코리아(주)
스타워즈: 라스트 제다이,2017.12.14,"8,535,886,061","946,547","1,107","30,914",미국,월트디즈니컴퍼니코리아 유한책임회사
불한당: 나쁜 놈들의 세상,2017.5.17,"7,587,004,625","939,535",860,"37,913",한국,(주)씨제이이엔엠
그것,2017.9.6,"7,335,022,607","888,836",837,"35,430",미국,워너브러더스 코리아(주)
오리엔트 특급 살인,2017.11.29,"6,636,205,163","863,567",707,"35,031",미국,이십세기폭스코리아(주)
대립군,2017.5.31,"6,276,963,402","837,500",809,"29,084",한국,이십세기폭스코리아(주)
베이비 드라이버,2017.9.14,"6,699,906,214","822,769",778,"40,531",영국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
위대한 쇼맨,2017.12.20,"6,657,027,200","814,585",702,"20,306",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
뽀로로 극장판 공룡섬 대모험,2017.12.7,"5,848,888,600","773,743",803,"18,226",한국,(주)넥스트엔터테인먼트월드(NEW)
레지던트 이블: 파멸의 날,2017.1.25,"6,422,202,365","765,259",599,"24,450",미국,유니버설픽쳐스인터내셔널 코리아(유)
공각기동대 : 고스트 인 더 쉘,2017.3.29,"6,285,970,884","764,072",807,"36,261",미국,롯데쇼핑㈜롯데엔터테인먼트
트롤,2017.2.16,"5,011,161,500","675,966",622,"18,387",미국,(주)씨제이이엔엠
패신저스,2017.1.4,"5,467,466,918","668,576",608,"21,517",미국,유니버설픽쳐스인터내셔널 코리아(유)
아빠는 딸,2017.4.12,"5,054,757,395","647,305",586,"33,263",한국,메가박스중앙(주)플러스엠
컨택트,2017.2.2,"5,214,551,521","634,150",605,"22,770",미국,유니버설픽쳐스인터내셔널 코리아(유)
47 미터,2017.7.19,"4,686,079,657","590,045",733,"20,457",영국,(주)키다리이엔티
메리와 마녀의 꽃,2017.12.7,"4,064,280,239","535,331",751,"21,383",일본,CGV아트하우스
얼라이드,2017.1.11,"4,278,041,179","518,886",546,"19,875",미국,롯데쇼핑㈜롯데엔터테인먼트
발레리안: 천 개 행성의 도시,2017.8.30,"4,047,756,408","511,931",629,"23,405",프랑스,판씨네마(주)
그레이트 월,2017.2.15,"4,355,441,358","501,486",598,"23,094",미국,유니버설픽쳐스인터내셔널 코리아(유)
침묵,2017.11.2,"3,930,219,264","494,097",634,"23,228",한국,(주)씨제이이엔엠
카3: 새로운 도전,2017.7.13,"3,599,544,501","487,916",800,"14,906",미국,월트디즈니컴퍼니코리아 유한책임회사
트리플 엑스 리턴즈,2017.2.8,"3,967,335,095","475,309",590,"20,692",미국,롯데쇼핑㈜롯데엔터테인먼트
리얼,2017.6.28,"3,357,312,530","470,105",970,"25,139",한국,(주)씨제이이엔엠
너의 췌장을 먹고 싶어,2017.10.25,"3,703,660,800","465,265",218,"16,849",일본,(주)넥스트엔터테인먼트월드(NEW)
라이프,2017.4.5,"3,791,748,210","459,984",647,"27,762",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
명탐정 코난:진홍의 연가,2017.8.2,"3,268,917,200","450,043",582,"9,763",일본,(주)씨제이이엔엠
히든 피겨스,2017.3.23,"3,580,767,033","449,518",448,"19,742",미국,이십세기폭스코리아(주)
반드시 잡는다,2017.11.29,"3,326,439,772","446,780",565,"24,559",한국,(주)넥스트엔터테인먼트월드(NEW)
원라인,2017.3.29,"3,319,035,433","435,048",613,"20,788",한국,(주)넥스트엔터테인먼트월드(NEW)
터닝메카드W: 블랙미러의 부활,2017.1.18,"3,215,588,500","429,933",570,"14,146",한국,(주)키다리이엔티
스머프: 비밀의 숲,2017.4.28,"3,122,661,000","427,764",607,"10,658",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
킹 아서: 제왕의 검,2017.5.17,"3,373,678,655","415,714",588,"20,315",영국,워너브러더스 코리아(주)
극장판 포켓몬스터 너로 정했다!,2017.12.21,"3,117,529,700","415,255",626,"7,796",일본,(주)이수C&E
넛잡 2,2017.10.3,"3,069,388,100","411,787",526,"10,449",한국,롯데쇼핑㈜롯데엔터테인먼트
아메리칸 메이드,2017.9.14,"3,175,539,145","401,541",691,"26,356",미국,유니버설픽쳐스인터내셔널 코리아(유)
러빙 빈센트,2017.11.9,"3,061,456,861","384,540",272,"14,651",영국,"(주)스튜디오디에이치엘,판씨네마(주)"
보통사람,2017.3.23,"2,956,397,623","383,336",621,"19,928",한국,오퍼스픽쳐스(유)
대장 김창수,2017.10.19,"2,879,121,115","381,483",748,"21,744",한국,"(주)키다리이엔티,주식회사 키위컴퍼니"
눈의 여왕 3: 눈과 불의 마법대결,2017.1.4,"2,694,247,700","366,442",526,"10,639",러시아,(주)이수C&E
어쌔신 크리드,2017.1.11,"2,899,784,921","355,913",566,"16,218",미국,이십세기폭스코리아(주)
플립,2017.7.12,"2,828,867,900","355,617",249,"13,177",미국,(주)팝엔터테인먼트
석조저택 살인사건,2017.5.9,"2,829,106,886","353,517",539,"17,925",한국,(주)키다리이엔티
신과함께-인과 연,2018.8.1,"102,666,146,909","12,274,996","2,235","179,981",한국,롯데컬처웍스(주)롯데엔터테인먼트
어벤져스: 인피니티 워,2018.4.25,"99,926,399,769","11,212,710","2,553","240,501",미국,월트디즈니컴퍼니코리아 유한책임회사
보헤미안 랩소디,2018.10.31,"80,010,440,345","9,224,582","1,179","204,537",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
미션 임파서블: 폴아웃,2018.7.25,"55,888,375,112","6,584,915","1,957","101,374",미국,롯데컬처웍스(주)롯데엔터테인먼트
쥬라기 월드: 폴른 킹덤,2018.6.6,"49,770,711,037","5,661,128","1,972","144,779",미국,유니버설픽쳐스인터내셔널 코리아(유)
앤트맨과 와스프,2018.7.4,"47,468,053,685","5,448,134","1,775","148,244",미국,월트디즈니컴퍼니코리아 유한책임회사
안시성,2018.9.19,"46,335,334,026","5,440,186","1,540","110,439",한국,(주)넥스트엔터테인먼트월드(NEW)
블랙 팬서,2018.2.14,"45,885,123,957","5,399,227","1,620","119,170",미국,월트디즈니컴퍼니코리아 유한책임회사
완벽한 타인,2018.10.31,"44,350,807,074","5,293,435","1,325","143,055",한국,롯데컬처웍스(주)롯데엔터테인먼트
독전,2018.5.22,"43,485,551,113","5,063,684","1,532","140,007",한국,(주)넥스트엔터테인먼트월드(NEW)
공작,2018.8.8,"42,788,851,176","4,974,520","1,317","99,001",한국,(주)씨제이이엔엠
베놈,2018.10.3,"34,100,211,207","3,888,096","1,308","116,149",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
암수살인,2018.10.3,"32,995,138,548","3,789,321","1,177","126,127",한국,(주)쇼박스
데드풀 2,2018.5.16,"34,185,664,639","3,784,602","1,576","113,288",미국,이십세기폭스코리아(주)
국가부도의 날,2018.11.28,"30,845,862,137","3,747,952","1,180","100,804",한국,(주)씨제이이엔엠
코코,2018.1.11,"27,685,479,440","3,510,017","1,177","85,925",미국,월트디즈니컴퍼니코리아 유한책임회사
아쿠아맨,2018.12.19,"30,454,292,381","3,491,857","1,285","54,505",미국,워너브러더스 코리아(주)
그것만이 내 세상,2018.1.17,"27,450,805,382","3,419,339",956,"95,431",한국,(주)씨제이이엔엠
마녀,2018.6.27,"27,242,029,463","3,189,091","1,117","90,843",한국,워너브러더스 코리아(주)
탐정: 리턴즈,2018.6.13,"26,909,459,678","3,152,872","1,137","107,907",한국,(주)씨제이이엔엠
인크레더블 2,2018.7.18,"24,554,683,588","3,033,052","1,605","70,934",미국,월트디즈니컴퍼니코리아 유한책임회사
서치,2018.8.29,"25,283,364,845","2,949,944","1,097","95,758",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
너의 결혼식,2018.8.22,"23,676,244,369","2,820,969",970,"98,193",한국,메가박스중앙(주)플러스엠
곤지암,2018.3.28,"21,442,194,144","2,675,575","1,124","88,477",한국,(주)쇼박스
지금 만나러 갑니다,2018.3.14,"20,800,916,128","2,602,273","1,191","97,482",한국,롯데쇼핑㈜롯데엔터테인먼트
목격자,2018.8.15,"21,737,061,097","2,524,720","1,021","71,403",한국,(주)넥스트엔터테인먼트월드(NEW)
조선명탐정: 흡혈괴마의 비밀,2018.2.8,"19,822,789,764","2,444,136","1,249","74,953",한국,(주)쇼박스
신비한 동물들과 그린델왈드의 범죄,2018.11.14,"20,816,583,118","2,414,062","1,601","76,846",미국,워너브러더스 코리아(주)
메이즈 러너: 데스 큐어,2018.1.17,"18,902,873,104","2,299,732","1,090","58,918",미국,이십세기폭스코리아(주)
맘마미아!2,2018.8.8,"19,607,520,003","2,293,884",750,"59,060",미국,유니버설픽쳐스인터내셔널 코리아(유)
레디 플레이어 원,2018.3.28,"19,933,108,071","2,254,430","1,079","77,173",미국,워너브러더스 코리아(주)
명당,2018.9.19,"17,900,775,524","2,087,474","1,117","58,450",한국,메가박스중앙(주)플러스엠
협상,2018.9.19,"17,032,133,166","1,967,721",919,"57,926",한국,(주)씨제이이엔엠
마약왕,2018.12.19,"15,784,724,552","1,813,594","1,297","41,658",한국,(주)쇼박스
쥬만지: 새로운 세계,2018.1.3,"13,814,824,864","1,708,672",791,"41,806",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
창궐,2018.10.25,"13,275,772,490","1,599,290","1,351","60,687",한국,(주)넥스트엔터테인먼트월드(NEW)
성난황소,2018.11.22,"13,236,490,737","1,593,386","1,010","48,932",한국,(주)쇼박스
도어락,2018.12.5,"12,792,097,886","1,559,616",954,"53,732",한국,메가박스중앙(주)플러스엠
리틀 포레스트,2018.2.28,"11,929,202,185","1,506,269",884,"68,414",한국,메가박스중앙(주)플러스엠
골든슬럼버,2018.2.14,"11,412,768,798","1,387,508",833,"42,991",한국,(주)씨제이이엔엠
램페이지,2018.4.12,"11,951,980,109","1,385,511",909,"55,295",미국,워너브러더스 코리아(주)
궁합,2018.2.28,"10,478,875,438","1,340,117",966,"52,427",한국,(주)씨제이이엔엠
오션스8,2018.6.13,"11,700,157,266","1,335,829",837,"55,372",미국,워너브러더스 코리아(주)
사라진 밤,2018.3.7,"10,697,981,316","1,315,726",925,"60,087",한국,(주)키다리이엔티
스윙키즈,2018.12.19,"10,308,565,602","1,258,811",984,"32,237",한국,(주)넥스트엔터테인먼트월드(NEW)
바람 바람 바람,2018.4.5,"9,784,385,375","1,194,229",985,"57,939",한국,(주)넥스트엔터테인먼트월드(NEW)
PMC: 더 벙커,2018.12.26,"9,704,247,367","1,179,031","1,081","26,690",한국,(주)씨제이이엔엠
범블비,2018.12.25,"9,756,083,752","1,167,150","1,016","26,260",미국,롯데컬처웍스(주)롯데엔터테인먼트
챔피언,2018.5.1,"9,471,138,230","1,128,774",874,"47,320",한국,워너브러더스 코리아(주)
퍼시픽 림: 업라이징,2018.3.21,"8,962,712,795","1,077,235","1,145","49,600",미국,유니버설픽쳐스인터내셔널 코리아(유)
몬스터 호텔 3,2018.8.8,"7,934,082,800","1,072,220",715,"21,247",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
더 넌,2018.9.19,"8,777,844,795","1,011,580",824,"32,736",미국,워너브러더스 코리아(주)
스카이스크래퍼,2018.7.11,"8,612,111,718","1,002,858",831,"40,862",미국,유니버설픽쳐스인터내셔널 코리아(유)
염력,2018.1.31,"7,484,644,112","990,104","1,099","45,623",한국,(주)넥스트엔터테인먼트월드(NEW)
월요일이 사라졌다,2018.2.22,"7,489,885,100","903,175",381,"24,247",영국,(주)스마일이엔티
인랑,2018.7.25,"7,006,622,673","898,945","1,085","25,427",한국,워너브러더스 코리아(주)
극장판 헬로카봇 : 백악기 시대,2018.8.1,"6,589,532,500","879,449",758,"16,173",한국,(주)넥스트엔터테인먼트월드(NEW)
레슬러,2018.5.9,"6,481,379,657","771,141",957,"43,079",한국,롯데쇼핑㈜롯데엔터테인먼트
상류사회,2018.8.29,"6,313,416,163","768,442",867,"41,725",한국,롯데컬처웍스(주)롯데엔터테인먼트
물괴,2018.9.12,"6,106,452,954","723,622","1,183","46,022",한국,"롯데컬처웍스(주)롯데엔터테인먼트,(주)키다리이엔티"
미쓰백,2018.10.11,"6,040,344,066","722,182",671,"41,961",한국,(주)리틀빅픽쳐스
신비아파트: 금빛 도깨비와 비밀의 동굴,2018.7.25,"5,001,247,250","678,091",762,"16,175",한국,(주)씨제이이엔엠
퍼스트맨,2018.10.18,"6,094,765,639","665,364","1,190","40,580",미국,유니버설픽쳐스인터내셔널 코리아(유)
스파이더맨: 뉴 유니버스,2018.12.12,"5,305,289,076","639,934",722,"22,113",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
인시디어스4: 라스트 키,2018.1.31,"4,301,309,864","554,521",769,"23,869",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
"그날, 바다",2018.4.12,"4,446,000,528","540,631",643,"30,376",한국,(주)엣나인필름
툼레이더,2018.3.8,"4,500,905,762","540,410",806,"31,823",미국,워너브러더스 코리아(주)
페르디난드,2018.1.3,"3,854,216,500","533,776",698,"13,789",미국,이십세기폭스코리아(주)
버닝,2018.5.17,"4,716,771,098","528,435",739,"26,514",한국,CGV아트하우스
7년의 밤,2018.3.28,"3,969,337,524","528,007",872,"26,804",한국,(주)씨제이이엔엠
메가로돈,2018.8.15,"4,516,122,497","527,962",601,"16,459",미국,워너브러더스 코리아(주)
콰이어트 플레이스,2018.4.12,"4,580,889,849","526,073",677,"30,760",미국,롯데쇼핑㈜롯데엔터테인먼트
호두까기 인형과 4개의 왕국,2018.12.6,"4,120,048,900","513,767",294,"14,238",미국,월트디즈니컴퍼니코리아 유한책임회사
셰이프 오브 워터: 사랑의 모양,2018.2.22,"4,218,077,050","507,102",404,"20,200",미국,이십세기폭스코리아(주)
곰돌이 푸 다시 만나 행복해,2018.10.3,"4,093,369,860","492,201",536,"21,601",미국,월트디즈니컴퍼니코리아 유한책임회사
변산,2018.7.4,"4,016,562,273","490,519",763,"27,504",한국,메가박스중앙(주)플러스엠
그린치,2018.12.19,"3,675,441,950","485,064",724,"10,998",미국,유니버설픽쳐스인터내셔널 코리아(유)
스타 이즈 본,2018.10.9,"4,197,504,400","483,852",555,"25,781",미국,워너브러더스 코리아(주)
동네사람들,2018.11.7,"3,818,515,112","461,693",731,"23,598",한국,(주)리틀빅픽쳐스
원더풀 고스트,2018.9.26,"3,720,931,600","450,374",351,"13,999",한국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
흥부: 글로 세상을 바꾼 자,2018.2.14,"3,381,050,200","416,303",627,"18,671",한국,롯데쇼핑㈜롯데엔터테인먼트
명탐정 코난 : 제로의 집행인,2018.8.8,"3,014,920,361","396,230",542,"8,770",일본,(주)씨제이이엔엠
피터 래빗,2018.5.16,"3,006,258,100","388,300",599,"12,522",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
점박이 한반도의 공룡2 : 새로운 낙원,2018.12.25,"2,941,541,400","375,312",672,"6,495",한국,(주)넥스트엔터테인먼트월드(NEW)
패딩턴 2,2018.2.8,"2,555,480,200","339,014",629,"14,455",프랑스,(주)이수C&E
허스토리,2018.6.27,"2,521,025,949","336,822",696,"20,406",한국,(주)넥스트엔터테인먼트월드(NEW)
미드나잇 선,2018.6.21,"2,679,300,500","326,086",472,"14,847",미국,"(주)삼백상회,(주)키다리이엔티"
덕구,2018.4.5,"2,389,041,700","315,663",544,"19,006",한국,메가박스중앙(주)플러스엠
번 더 스테이지: 더 무비,2018.11.15,"2,671,391,900","315,010",243,"4,714",한국,월트디즈니컴퍼니코리아 유한책임회사
트루스 오어 데어,2018.5.22,"2,647,330,400","310,956",530,"17,066",미국,유니버설픽쳐스인터내셔널 코리아(유)
커뮤터,2018.1.24,"2,286,690,955","286,062",575,"16,145",영국,메가박스중앙(주)플러스엠
후드,2018.11.28,"2,203,434,149","284,601",628,"14,338",미국,(주)이수C&E
극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018.12.19,"2,148,708,050","277,206",489,"5,329",일본,(주)씨제이이엔엠
해리포터와 마법사의 돌,2001.12.13,"2,349,913,000","267,950",33,"3,929",미국,워너브러더스 코리아(주)
모털 엔진,2018.12.5,"2,324,362,119","267,896",661,"15,454",미국,유니버설픽쳐스인터내셔널 코리아(유)
바울,2018.10.31,"2,100,137,400","267,785",227,"8,455",미국,(재)CBS
극한직업,2019.1.23,"139,651,845,516","16,265,618","2,003","292,584",한국,(주)씨제이이엔엠
어벤져스: 엔드게임,2019.4.24,"122,182,694,160","13,934,592","2,835","242,001",미국,월트디즈니컴퍼니코리아 유한책임회사
겨울왕국 2,2019.11.21,"111,596,248,720","13,369,064","2,648","282,557",미국,월트디즈니컴퍼니코리아 유한책임회사
알라딘,2019.5.23,"106,955,138,359","12,552,283","1,409","266,469",미국,월트디즈니컴퍼니코리아 유한책임회사
기생충,2019.5.30,"85,883,963,645","10,085,275","1,948","192,855",한국,(주)씨제이이엔엠
엑시트,2019.7.31,"79,232,012,162","9,426,011","1,660","202,223",한국,(주)씨제이이엔엠
스파이더맨: 파 프롬 홈,2019.7.2,"69,010,000,100","8,021,145","2,142","180,474",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
백두산,2019.12.19,"52,905,789,770","6,290,502","1,971","99,915",한국,"(주)씨제이이엔엠,(주)덱스터스튜디오"
캡틴 마블,2019.3.6,"51,507,488,723","5,802,810","2,100","186,382",미국,월트디즈니컴퍼니코리아 유한책임회사
조커,2019.10.2,"45,381,075,450","5,247,874","1,418","147,380",미국,워너브러더스 코리아(주)
봉오동 전투,2019.8.7,"40,588,648,538","4,787,538","1,476","107,030",한국,(주)쇼박스
라이온 킹,2019.7.17,"41,519,457,430","4,743,264","1,936","126,496",미국,월트디즈니컴퍼니코리아 유한책임회사
나쁜 녀석들: 더 무비,2019.9.11,"39,560,195,124","4,573,902","1,511","113,938",한국,(주)씨제이이엔엠
82년생 김지영,2019.10.23,"30,298,542,310","3,678,156","1,486","145,441",한국,롯데컬처웍스(주)롯데엔터테인먼트
분노의 질주: 홉스&쇼,2019.8.14,"32,241,767,793","3,657,536","1,311","94,896",미국,유니버설픽쳐스인터내셔널 코리아(유)
토이 스토리 4,2019.6.20,"28,758,452,040","3,400,034","1,336","85,875",미국,월트디즈니컴퍼니코리아 유한책임회사
돈,2019.3.20,"28,870,244,062","3,389,125","1,431","120,809",한국,(주)쇼박스
악인전,2019.5.15,"29,133,760,150","3,364,712","1,307","97,351",한국,"(주)에이스메이커무비웍스,(주)키위미디어그룹"
가장 보통의 연애,2019.10.2,"24,885,803,430","2,924,563","1,073","111,527",한국,(주)넥스트엔터테인먼트월드(NEW)
말모이,2019.1.9,"23,685,091,520","2,812,877","1,203","87,591",한국,롯데컬처웍스(주)롯데엔터테인먼트
증인,2019.2.13,"20,482,789,331","2,534,748","1,047","89,564",한국,롯데컬처웍스(주)롯데엔터테인먼트
시동,2019.12.18,"21,236,477,800","2,525,986","1,515","58,603",한국,(주)넥스트엔터테인먼트월드(NEW)
블랙머니,2019.11.13,"20,863,134,010","2,478,964","1,141","77,469",한국,(주)에이스메이커무비웍스
터미네이터: 다크 페이트,2019.10.30,"20,153,895,830","2,409,062","1,315","81,336",미국,월트디즈니컴퍼니코리아 유한책임회사
사바하,2019.2.20,"20,007,508,194","2,398,519","1,174","78,096",한국,(주)씨제이이엔엠
타짜: 원 아이드 잭,2019.9.11,"19,687,029,214","2,229,239","1,429","66,479",한국,롯데컬처웍스(주)롯데엔터테인먼트
신의 한 수: 귀수편,2019.11.7,"18,463,776,050","2,157,437","1,246","82,178",한국,(주)씨제이이엔엠
알리타: 배틀 엔젤,2019.2.5,"18,571,455,667","1,952,063","1,043","52,666",미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
내안의 그놈,2019.1.9,"16,302,228,567","1,902,828","1,041","61,683",한국,"(주)메리크리스마스,TCO(주)더콘텐츠온"
뺑반,2019.1.30,"15,224,305,848","1,826,912","1,285","47,215",한국,(주)쇼박스
변신,2019.8.21,"15,417,922,925","1,804,112",975,"63,211",한국,(주)에이스메이커무비웍스
주먹왕 랄프 2: 인터넷 속으로,2019.1.3,"13,877,029,723","1,754,375","1,453","56,412",미국,월트디즈니컴퍼니코리아 유한책임회사
걸캅스,2019.5.9,"13,812,802,134","1,629,528",973,"63,163",한국,(주)씨제이이엔엠
사자,2019.7.31,"12,931,566,145","1,611,163","1,405","47,683",한국,롯데컬처웍스(주)롯데엔터테인먼트
드래곤 길들이기 3,2019.1.30,"12,346,432,876","1,507,922",971,"42,407",미국,유니버설픽쳐스인터내셔널 코리아(유)
나의 특별한 형제,2019.5.1,"12,081,618,074","1,478,156",936,"49,927",한국,(주)넥스트엔터테인먼트월드(NEW)
어스,2019.3.27,"12,586,771,104","1,475,087","1,132","58,522",미국,유니버설픽쳐스인터내셔널 코리아(유)
말레피센트 2,2019.10.17,"12,191,395,690","1,444,952","1,108","63,768",미국,월트디즈니컴퍼니코리아 유한책임회사
유열의 음악앨범,2019.8.28,"10,233,455,040","1,245,532","1,078","59,626",한국,CGV아트하우스
퍼펙트맨,2019.10.2,"10,311,352,770","1,240,022",894,"50,055",한국,(주)쇼박스
포드 V 페라리,2019.12.4,"10,612,013,680","1,208,407",986,"40,175",미국,월트디즈니컴퍼니코리아 유한책임회사
생일,2019.4.3,"9,885,147,340","1,197,565",878,"71,797",한국,(주)넥스트엔터테인먼트월드(NEW)
"힘을 내요, 미스터 리",2019.9.11,"9,930,518,906","1,181,960",990,"41,831",한국,(주)넥스트엔터테인먼트월드(NEW)
항거:유관순 이야기,2019.2.27,"9,291,455,101","1,157,949","1,094","46,159",한국,롯데컬처웍스(주)롯데엔터테인먼트
장사리 : 잊혀진 영웅들,2019.9.25,"8,997,921,050","1,140,876","1,090","47,821",한국,워너브러더스 코리아(주)
마이펫의 이중생활 2,2019.7.31,"8,512,902,825","1,114,949",933,"30,858",미국,유니버설픽쳐스인터내셔널 코리아(유)
롱 리브 더 킹: 목포 영웅,2019.6.19,"9,228,798,910","1,094,404",965,"38,839",한국,"메가박스중앙(주)플러스엠,(주)콘텐츠 난다긴다"
쥬만지: 넥스트 레벨,2019.12.11,"8,774,663,410","1,054,963","1,195","42,083",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
존 윅 3: 파라벨룸,2019.6.26,"8,205,015,858","1,004,365",849,"29,819",미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
천문: 하늘에 묻는다,2019.12.26,"7,808,242,950","965,624","1,198","25,734",한국,롯데컬처웍스(주)롯데엔터테인먼트
나랏말싸미,2019.7.24,"7,871,240,823","958,775","1,211","39,206",한국,메가박스중앙(주)플러스엠
엑스맨: 다크 피닉스,2019.6.5,"7,649,216,640","862,744",991,"29,386",미국,이십세기폭스코리아(주)
맨 인 블랙: 인터내셔널,2019.6.12,"7,464,209,570","851,917","1,151","40,520",미국,롯데컬처웍스(주)롯데엔터테인먼트
레드슈즈,2019.7.25,"6,103,833,190","817,729",717,"20,376",한국,(주)넥스트엔터테인먼트월드(NEW)
뽀로로 극장판 보물섬 대모험,2019.4.25,"5,886,383,900","766,843",797,"20,075",한국,(주)넥스트엔터테인먼트월드(NEW)
캣츠,2019.12.24,"6,093,167,690","728,328","1,143","22,732",미국,유니버설픽쳐스인터내셔널 코리아(유)
명탐정 피카츄,2019.5.9,"5,730,788,546","686,809",817,"25,776",미국,워너브러더스 코리아(주)
신비아파트 극장판 하늘도깨비 대 요르문간드,2019.12.19,"5,299,942,440","672,122",841,"13,762",한국,(주)씨제이이엔엠
나이브스 아웃,2019.12.4,"5,648,860,210","667,411",686,"24,205",미국,(주)올스타엔터테인먼트
샤잠!,2019.4.3,"5,743,398,797","657,294","1,148","45,003",미국,워너브러더스 코리아(주)
날씨의 아이,2019.10.30,"5,413,288,410","655,876",716,"28,802",일본,"메가박스중앙(주)플러스엠,(주)미디어캐슬,워터홀컴퍼니(주)"
광대들: 풍문조작단,2019.8.21,"5,228,976,088","637,461",806,"29,048",한국,워너브러더스 코리아(주)
그것: 두 번째 이야기,2019.9.4,"5,112,010,367","591,346",999,"25,622",미국,워너브러더스 코리아(주)
극장판 헬로카봇 : 달나라를 구해줘!,2019.9.4,"4,579,618,150","590,413",889,"20,852",한국,롯데컬처웍스(주)롯데엔터테인먼트
극장판 헬로카봇: 옴파로스 섬의 비밀,2019.1.31,"4,485,953,140","575,362",752,"15,827",한국,(주)넥스트엔터테인먼트월드(NEW)
이스케이프 룸,2019.3.14,"5,007,420,664","563,114",850,"29,219",미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
양자물리학,2019.9.25,"4,536,436,380","554,939",799,"25,296",한국,(주)메리크리스마스
애드 아스트라,2019.9.19,"4,518,393,460","513,375",853,"27,816",미국,이십세기폭스코리아(주)
47미터 2,2019.8.28,"3,846,315,153","501,934",649,"24,027",미국,"TCO(주)더콘텐츠온,(주)제이앤씨미디어그룹"
애나벨 집으로,2019.6.26,"3,993,147,140","481,766",653,"16,619",미국,워너브러더스 코리아(주)
감쪽같은 그녀,2019.12.4,"3,594,862,790","469,296",761,"24,843",한국,메가박스중앙(주)플러스엠
